internal/api/encoder/encoder.go	BuildNodeIndexTable	internal/ast/ast.go	AsNode	embedded-promoted-method	*ast.SourceFile promotes AsNode through 2 embedded field(s), recv param	internal/api/encoder/encoder.go:394
internal/api/protocol_msgpack.go	readTuple	internal/api/protocol_msgpack.go	IsValid	concrete-one-hop-receiver	receiver api.MessageType, 1 hop(s), recv define:call	internal/api/protocol_msgpack.go:126
internal/api/session.go	handleGetImportAdderEdits	internal/ls/lsutil/userpreferences.go	ModuleSpecifierPreferences	concrete-one-hop-receiver	receiver lsutil.UserPreferences, 1 hop(s), recv define:call	internal/api/session.go:2005
internal/ast/ast.go	SetExpression	internal/ast/ast_generated.go	AsNonNullExpression	concrete-one-hop-receiver	receiver *ast.Node, 1 hop(s), recv define:call	internal/ast/ast.go:416
internal/ast/ast.go	SetInitializer	internal/ast/ast_generated.go	AsBindingElement	concrete-one-hop-receiver	receiver *ast.Node, 1 hop(s), recv define:call	internal/ast/ast.go:784
internal/ast/ast_generated.go	UpdateBreakStatement	internal/ast/ast.go	AsNode	embedded-promoted-method	*ast.BreakStatement promotes AsNode through 3 embedded field(s), recv param	internal/ast/ast_generated.go:1080
internal/ast/ast_generated.go	UpdateComputedPropertyName	internal/ast/ast.go	AsNode	embedded-promoted-method	*ast.ComputedPropertyName promotes AsNode through 2 embedded field(s), recv param	internal/ast/ast_generated.go:731
internal/ast/ast_generated.go	UpdateConstructorTypeNode	internal/ast/ast.go	AsNode	embedded-promoted-method	*ast.ConstructorTypeNode promotes AsNode through 4 embedded field(s), recv param	internal/ast/ast_generated.go:6077
internal/ast/ast_generated.go	UpdateGetAccessorDeclaration	internal/ast/ast.go	AsNode	embedded-promoted-method	*ast.GetAccessorDeclaration promotes AsNode through 3 embedded field(s), recv param	internal/ast/ast_generated.go:3118
internal/ast/ast_generated.go	UpdateInferTypeNode	internal/ast/ast.go	AsNode	embedded-promoted-method	*ast.InferTypeNode promotes AsNode through 3 embedded field(s), recv param	internal/ast/ast_generated.go:5305
internal/ast/ast_generated.go	UpdateJSDocAugmentsTag	internal/ast/ast.go	AsNode	embedded-promoted-method	*ast.JSDocAugmentsTag promotes AsNode through 3 embedded field(s), recv param	internal/ast/ast_generated.go:7611
internal/ast/ast_generated.go	UpdateJSDocImplementsTag	internal/ast/ast.go	AsNode	embedded-promoted-method	*ast.JSDocImplementsTag promotes AsNode through 3 embedded field(s), recv param	internal/ast/ast_generated.go:7571
internal/ast/ast_generated.go	UpdateJSDocOverloadTag	internal/ast/ast.go	AsNode	embedded-promoted-method	*ast.JSDocOverloadTag promotes AsNode through 3 embedded field(s), recv param	internal/ast/ast_generated.go:7868
internal/ast/ast_generated.go	UpdateSyntheticReferenceExpression	internal/ast/ast.go	AsNode	embedded-promoted-method	*ast.SyntheticReferenceExpression promotes AsNode through 3 embedded field(s), recv param	internal/ast/ast_generated.go:8560
internal/ast/ast_generated.go	UpdateTypeOperatorNode	internal/ast/ast.go	AsNode	embedded-promoted-method	*ast.TypeOperatorNode promotes AsNode through 3 embedded field(s), recv param	internal/ast/ast_generated.go:5267
internal/ast/utilities.go	IsInTopLevelContext	internal/ast/ast.go	Name	concrete-one-hop-receiver	receiver *ast.Node, 1 hop(s), recv define:field-or-qualified	internal/ast/utilities.go:1801
internal/ast/utilities.go	NodeIsMissing	internal/core/text.go	Pos	multi-hop-receiver	receiver core.TextRange, 2 hop(s), recv expr:*ast.SelectorExpr	internal/ast/utilities.go:67
internal/ast/utilities.go	getImportTypeNodeLiteral	internal/ast/ast_generated.go	IsStringLiteral	package-level-call	bare name in this package	internal/ast/utilities.go:1959
internal/binder/binder.go	bindModuleExportsAssignment	internal/ast/ast.go	Symbol	concrete-one-hop-receiver	receiver *ast.Node, 1 hop(s), recv define:call	internal/binder/binder.go:1014
internal/binder/binder.go	declareCommonJSVariable	internal/ast/ast.go	AsNode	embedded-promoted-method	*ast.SourceFile promotes AsNode through 2 embedded field(s), recv expr:*ast.SelectorExpr	internal/binder/binder.go:1621
internal/checker/checker.go	checkAccessorDeclaration	internal/ast/ast.go	Text	alias-receiver	receiver *ast.DeclarationName is an alias of ast.Node, 1 hop(s), recv define:call	internal/checker/checker.go:2944
internal/checker/checker.go	checkArrayLiteral	internal/ast/ast.go	Expression	concrete-one-hop-receiver	receiver *ast.Node, 1 hop(s), recv range	internal/checker/checker.go:8126
internal/checker/checker.go	checkArrayLiteralDestructuringElementAssignment	internal/ast/ast_generated.go	AsBinaryExpression	concrete-one-hop-receiver	receiver *ast.Node, 1 hop(s), recv define:call	internal/checker/checker.go:12778
internal/checker/checker.go	checkClassExpressionExternalHelpers	internal/ast/ast.go	Decorators	alias-receiver	receiver *ast.ClassExpressionNode is an alias of ast.Node, 1 hop(s), recv param	internal/checker/checker.go:10184
internal/checker/checker.go	checkConstructorDeclaration	internal/ast/ast.go	Expression	concrete-one-hop-receiver	receiver *ast.Node, 1 hop(s), recv range	internal/checker/checker.go:2877
internal/checker/checker.go	checkExportDeclaration	internal/ast/ast_generated.go	AsExportDeclaration	alias-receiver	receiver *ast.ExportDeclarationNode is an alias of ast.Node, 1 hop(s), recv param	internal/checker/checker.go:5591
internal/checker/checker.go	checkExportSpecifier	internal/ast/ast.go	PropertyNameOrName	alias-receiver	receiver *ast.ExportSpecifierNode is an alias of ast.Node, 1 hop(s), recv param	internal/checker/checker.go:5648
internal/checker/checker.go	checkForInStatement	internal/ast/ast.go	Name	multi-hop-receiver	receiver *ast.Node, 2 hop(s), recv expr:*ast.IndexExpr	internal/checker/checker.go:4004
internal/checker/checker.go	checkIndexConstraints	internal/ast/ast.go	Name	concrete-one-hop-receiver	receiver *ast.Node, 1 hop(s), recv range	internal/checker/checker.go:4878
internal/checker/checker.go	checkObjectTypeForDuplicateDeclarations	internal/ast/ast.go	Name	alias-receiver	receiver *ast.ParameterDeclarationNode is an alias of ast.Node, 1 hop(s), recv range	internal/checker/checker.go:3185
internal/checker/checker.go	checkSuperExpression	internal/ast/ast.go	Expression	multi-hop-receiver	receiver *ast.Node, 2 hop(s), recv expr:*ast.SelectorExpr	internal/checker/checker.go:7945
internal/checker/checker.go	checkTypeParameterDeferred	internal/checker/tracer.go	Push	concrete-one-hop-receiver	receiver *checker.Tracer, 1 hop(s), recv define:field-or-qualified	internal/checker/checker.go:2645
internal/checker/checker.go	checkTypeReferenceNode	internal/ast/ast.go	End	alias-receiver	receiver *ast.EntityName is an alias of ast.Node, 2 hop(s), recv expr:*ast.SelectorExpr	internal/checker/checker.go:2994
internal/checker/checker.go	checkWithStatement	internal/ast/ast.go	AsNode	embedded-promoted-method	*ast.SourceFile promotes AsNode through 2 embedded field(s), recv define:call	internal/checker/checker.go:4175
internal/checker/checker.go	getArgumentArityError	internal/ast/ast.go	Parameters	multi-hop-receiver	receiver *ast.Node, 2 hop(s), recv expr:*ast.SelectorExpr	internal/checker/checker.go:9868
internal/checker/checker.go	getIndexInfosOfIndexSymbol	internal/ast/ast.go	Parameters	concrete-one-hop-receiver	receiver *ast.Node, 1 hop(s), recv range	internal/checker/checker.go:19759
internal/checker/checker.go	getPropertyOfVariable	internal/ast/ast.go	Type	multi-hop-receiver	receiver *ast.Node, 2 hop(s), recv expr:*ast.SelectorExpr	internal/checker/checker.go:14834
internal/checker/checker.go	getQuickTypeOfExpression	internal/ast/ast.go	Expression	alias-receiver	receiver *ast.Expression is an alias of ast.Node, 1 hop(s), recv define:call	internal/checker/checker.go:7455
internal/checker/checker.go	getSignaturesOfSymbol	internal/ast/ast.go	End	concrete-one-hop-receiver	receiver *ast.Node, 1 hop(s), recv define:index	internal/checker/checker.go:19935
internal/checker/checker.go	getThisType	internal/ast/utilities.go	IsStatic	package-qualified-call	qualified by an import	internal/checker/checker.go:23027
internal/checker/checker.go	getTypeOfVariableOrParameterOrPropertyWorker	internal/ast/kind_stringer_generated.go	String	multi-hop-receiver	receiver ast.Kind, 2 hop(s), recv expr:*ast.SelectorExpr	internal/checker/checker.go:16724
internal/checker/checker.go	getTypeParametersFromDeclaration	internal/ast/ast.go	Symbol	concrete-one-hop-receiver	receiver *ast.Node, 1 hop(s), recv range	internal/checker/checker.go:20032
internal/checker/checker.go	isAritySmaller	internal/ast/ast.go	QuestionToken	alias-receiver	receiver *ast.ParameterDeclarationNode is an alias of ast.Node, 1 hop(s), recv define:index	internal/checker/checker.go:10428
internal/checker/checker.go	isAutoTypedProperty	internal/ast/ast.go	Type	concrete-one-hop-receiver	receiver *ast.Node, 1 hop(s), recv define:field-or-qualified	internal/checker/checker.go:27465
internal/checker/checker.go	isIndirectCall	internal/ast/ast.go	Expression	multi-hop-receiver	receiver *ast.Node, 3 hop(s), recv expr:*ast.SelectorExpr	internal/checker/checker.go:13134
internal/checker/checker.go	resolveESModuleSymbol	internal/ast/ast_generated.go	AsSourceFile	concrete-one-hop-receiver	receiver *ast.Node, 1 hop(s), recv define:call	internal/checker/checker.go:15693
internal/checker/checker.go	resolveJSDocMemberName	internal/ast/ast.go	Text	alias-receiver	receiver *ast.MemberName is an alias of ast.Node, 4 hop(s), recv expr:*ast.SelectorExpr	internal/checker/checker.go:2580
internal/checker/emitresolver.go	isAliasResolvedToValue	internal/checker/checker.go	getSymbolOfDeclaration	concrete-one-hop-receiver	receiver *checker.Checker, 1 hop(s), recv define:field-or-qualified	internal/checker/emitresolver.go:771
internal/checker/flow.go	getAccessedPropertyName	internal/ast/ast.go	Text	alias-receiver	receiver *ast.DeclarationName is an alias of ast.Node, 3 hop(s), recv expr:*ast.CallExpr	internal/checker/flow.go:1729
internal/checker/flow.go	tryGetElementAccessExpressionName	internal/ast/ast.go	Text	alias-receiver	receiver *ast.Expression is an alias of ast.Node, 2 hop(s), recv expr:*ast.SelectorExpr	internal/checker/flow.go:1746
internal/checker/grammarchecks.go	checkGrammarHeritageClause	internal/ast/ast.go	AsNode	embedded-promoted-method	*ast.HeritageClause promotes AsNode through 2 embedded field(s), recv param	internal/checker/grammarchecks.go:874
internal/checker/grammarchecks.go	checkGrammarInterfaceDeclaration	internal/ast/kind_stringer_generated.go	String	multi-hop-receiver	receiver ast.Kind, 2 hop(s), recv expr:*ast.SelectorExpr	internal/checker/grammarchecks.go:950
internal/checker/grammarchecks.go	checkGrammarJsxElement	internal/ast/ast.go	Expression	alias-receiver	receiver *ast.JsxAttributeValue is an alias of ast.Node, 1 hop(s), recv define:field-or-qualified	internal/checker/grammarchecks.go:1155
