set	path	rc	ms_parallel8	bytes	lines	err
testdata	tsc/testdata/tests/cases/compiler/declarationEmitMultipleComputedNamesSameDomain.ts	0	25	146	60	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNameConflicts.ts	0	22	1299	444	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNameConflicts2.ts	0	36	437	185	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNameConflicts3.ts	0	24	637	219	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNameConflictsWithAlias.ts	0	23	277	75	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNamespaceMergedWithInterfaceNestedFunction.ts	0	31	222	68	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNestedAnonymousMappedType.ts	0	27	379	125	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNestedBindingPattern.ts	0	46	969	377	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNestedExpandoPropsRegression.ts	0	24	141	75	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNestedGenerics.ts	0	25	245	149	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNoCrashOnCommentCopiedFromOtherFile.ts	0	37	453	97	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNoCrashOnCrossFileNode.ts	0	25	965	109	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNoInvalidCommentReuse1.ts	0	24	406	117	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNoInvalidCommentReuse2.ts	0	35	400	117	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNoInvalidCommentReuse3.ts	0	39	387	141	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNoNonRequiredParens.ts	0	33	227	69	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNonAsciiStringLiteralType.ts	0	27	499	178	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitNonExportedBindingPattern.ts	0	16	412	188	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitObjectAssignedDefaultExport.ts	0	33	1324	405	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitObjectLiteralAccessors1.ts	0	44	638	161	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitObjectLiteralAccessorsJs1.ts	0	26	820	141	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitObjectLiteralMethodGenericNoSuffix.ts	0	19	287	177	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitOfFuncspace.ts	0	21	181	54	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitOfTypeofAliasedExport.ts	0	18	187	49	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitOptionalMappedTypePropertyNoStrictNullChecks1.ts	0	22	599	232	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitOptionalMappedTypePropertyNoStrictNullChecks2.ts	0	20	595	232	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitOptionalMappedTypePropertyNoStrictNullChecks3.ts	0	30	595	230	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitOptionalMappedTypePropertyNoStrictNullChecks4.ts	0	18	276	79	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitOptionalMethod.ts	0	24	216	83	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitOptionalParameterUndefined.ts	0	25	850	405	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitOutFileBundlePaths.ts	0	26	412	66	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitOverloadedPrivateInference.ts	0	24	576	295	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitParameterProperty.ts	0	21	151	39	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPartialNodeReuseTypeOf.ts	0	22	541	218	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPartialNodeReuseTypeReferences.ts	0	26	547	184	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPartialReuseComputedProperty.ts	0	13	310	132	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPathMappingMonorepo.ts	0	27	674	163	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPathMappingMonorepo2.ts	0	50	1436	339	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPrefersPathKindBasedOnBundling.ts	0	47	463	120	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPrefersPathKindBasedOnBundling2.ts	0	29	462	120	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPreserveReferencedImports.ts	0	32	355	144	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPrivateAsync.ts	0	31	150	33	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPrivateAsyncMethod.ts	0	27	216	59	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPrivateNameCausesError.ts	0	32	408	108	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPrivateNameInTypeQuery.ts	0	39	678	243	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPrivatePromiseLikeInterface.ts	0	37	1343	526	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPrivateReadonlyLiterals.ts	0	22	197	48	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPrivateSymbolCausesVarDeclarationEmit2.ts	0	34	357	129	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPrivateSymbolCausesVarDeclarationToBeEmitted.ts	0	25	164	56	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPromise.ts	0	48	1025	728	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitPropertyNumericStringKey.ts	0	15	281	115	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitProtectedMembers.ts	0	23	1084	419	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitQualifiedAliasTypeArgument.ts	0	14	525	231	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitQualifiedName.ts	0	41	280	110	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitReadonlyAsConst.ts	0	22	147	47	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitReadonlyComputedProperty.ts	0	17	466	118	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitRecursiveConditionalAliasPreserved.ts	0	44	3104	930	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitRedundantTripleSlashModuleAugmentation.ts	0	17	572	132	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitReexportedSymlinkReference.ts	0	25	1689	417	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitReexportedSymlinkReference2.ts	0	22	1821	443	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitReexportedSymlinkReference3.ts	0	47	1706	423	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitRelativeModuleError.ts	0	23	141	27	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitResolvePackageJsonExportsFalse.ts	0	31	1082	169	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitResolveTypesIfNotReusable.ts	0	38	449	273	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitRetainedAnnotationRetainsImportInOutput.ts	0	35	380	167	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitRetainsJsdocyComments.ts	0	51	702	161	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitReusesLambdaParameterNodes.ts	0	47	469	182	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitScopeConsistency.ts	0	68	281	101	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitScopeConsistency3.ts	0	74	236	96	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitSetAccessorNoParameter.ts	0	82	51	20	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitShadowing.ts	0	65	307	120	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitShadowingInferNotRenamed.ts	0	57	650	232	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitSimpleComputedNames1.ts	0	62	888	355	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitSpreadStringlyKeyedEnum.ts	0	43	204	56	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitStringEnumUsedInNonlocalSpread.ts	0	31	627	220	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitStringNamedPropertyConsistency.ts	0	24	211	80	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitStripInternalExpandoFunction.ts	0	22	221	80	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitSubpathImportsReexport.ts	0	25	1089	289	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitSymlinkPaths.ts	0	21	1028	189	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitToDeclarationDirWithCompositeOption.ts	0	26	303	79	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitToDeclarationDirWithDeclarationOption.ts	0	15	307	79	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitToDeclarationDirWithoutCompositeAndDeclarationOptions.ts	0	26	263	69	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTopLevelNodeFromCrossFile.ts	0	26	351	107	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTopLevelNodeFromCrossFile2.ts	0	36	526	185	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTransitiveImportOfHtmlDeclarationItem.ts	0	24	444	95	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTripleSlashReferenceAmbientModule.ts	0	29	476	139	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTupleRestSignatureLeadingVariadic.ts	0	33	138	55	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTypeAliasTypeParameterExtendingUnknownSymbol.ts	0	19	78	22	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTypeAliasWithTypeParameters1.ts	0	24	182	88	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTypeAliasWithTypeParameters2.ts	0	19	236	123	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTypeAliasWithTypeParameters3.ts	0	41	143	67	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTypeAliasWithTypeParameters4.ts	0	41	191	98	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTypeAliasWithTypeParameters5.ts	0	43	220	102	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTypeAliasWithTypeParameters6.ts	0	57	197	104	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTypeParamMergedWithPrivate.ts	0	42	179	69	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTypeParameterNameInOuterScope.ts	0	38	309	233	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTypeParameterNameReusedInOverloads.ts	0	39	494	221	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTypeParameterNameShadowedInternally.ts	0	33	193	75	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTypeofDefaultExport.ts	0	36	182	43	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTypeofIndexedAccessNoParens.ts	0	33	748	160	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTypeofRest.ts	0	37	387	181	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitTypeofThisInClass.ts	0	47	219	42	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitUnknownImport.ts	0	22	118	21	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitUnknownImport2.ts	0	14	132	25	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitUnnessesaryTypeReferenceNotAdded.ts	0	31	932	211	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitUnsafeImportSymbolName.ts	0	17	403	89	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitUsingAlternativeContainingModules1.ts	0	29	5514	1741	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitUsingAlternativeContainingModules2.ts	0	19	5534	1749	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitUsingTypeAlias1.ts	0	31	693	195	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitUsingTypeAlias2.ts	0	23	1863	381	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitVarInElidedBlock.ts	0	22	120	31	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitVariableBindingPatternsRetained.ts	0	18	120	71	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitWithComposite.ts	0	22	279	61	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitWithDefaultAsComputedName.ts	0	29	413	131	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitWithDefaultAsComputedName2.ts	0	19	427	137	
testdata	tsc/testdata/tests/cases/compiler/declarationEmitWithInvalidPackageJsonTypings.ts	0	24	655	183	
testdata	tsc/testdata/tests/cases/compiler/declarationFileNoCrashOnExtraExportModifier.ts	0	22	278	83	
testdata	tsc/testdata/tests/cases/compiler/declarationFileOverwriteError.ts	0	64	124	25	
testdata	tsc/testdata/tests/cases/compiler/declarationFileOverwriteErrorWithOut.ts	0	36	154	27	
testdata	tsc/testdata/tests/cases/compiler/declarationFilesGeneratingTypeReferences.ts	0	17	272	40	
testdata	tsc/testdata/tests/cases/compiler/declarationFilesWithTypeReferences1.ts	0	25	258	50	
testdata	tsc/testdata/tests/cases/compiler/declarationFilesWithTypeReferences2.ts	0	49	260	50	
testdata	tsc/testdata/tests/cases/compiler/declarationFilesWithTypeReferences3.ts	0	55	251	48	
testdata	tsc/testdata/tests/cases/compiler/declarationFilesWithTypeReferences4.ts	0	46	249	48	
testdata	tsc/testdata/tests/cases/compiler/declarationFunctionTypeNonlocalShouldNotBeAnError.ts	0	50	140	39	
testdata	tsc/testdata/tests/cases/compiler/declarationImportTypeAliasInferredAndEmittable.ts	0	42	369	129	
testdata	tsc/testdata/tests/cases/compiler/declarationMapCrossFileNodeReuse.ts	0	22	735	167	
testdata	tsc/testdata/tests/cases/compiler/declarationMapInlineSourcesContent.ts	0	56	142	25	
testdata	tsc/testdata/tests/cases/compiler/declarationMapWithInlineSourceMap.ts	0	31	94	17	
testdata	tsc/testdata/tests/cases/compiler/declarationMaps.ts	0	21	468	150	
testdata	tsc/testdata/tests/cases/compiler/declarationMapsMultifile.ts	0	34	424	198	
testdata	tsc/testdata/tests/cases/compiler/declarationMapsOutFile.ts	0	39	444	200	
testdata	tsc/testdata/tests/cases/compiler/declarationMapsOutFile2.ts	0	16	365	179	
testdata	tsc/testdata/tests/cases/compiler/declarationMapsWithSourceMap.ts	0	30	386	181	
testdata	tsc/testdata/tests/cases/compiler/declarationMapsWithoutDeclaration.ts	0	35	453	150	
testdata	tsc/testdata/tests/cases/compiler/declarationMerging1.ts	0	24	190	62	
testdata	tsc/testdata/tests/cases/compiler/declarationMerging2.ts	0	20	258	80	
testdata	tsc/testdata/tests/cases/compiler/declarationNoDanglingGenerics.ts	0	17	764	291	
testdata	tsc/testdata/tests/cases/compiler/declarationQuotedMembers.ts	0	37	151	47	
testdata	tsc/testdata/tests/cases/compiler/declarationTypecheckNoUseBeforeReferenceCheck.ts	0	18	139	44	
testdata	tsc/testdata/tests/cases/compiler/declarationsForFileShadowingGlobalNoError.ts	0	36	438	139	
testdata	tsc/testdata/tests/cases/compiler/declarationsForIndirectTypeAliasReference.ts	0	45	551	202	
testdata	tsc/testdata/tests/cases/compiler/declarationsForInferredTypeFromOtherFile.ts	0	26	310	100	
testdata	tsc/testdata/tests/cases/compiler/declarationsIndirectGeneratedAliasReference.ts	0	22	579	200	
testdata	tsc/testdata/tests/cases/compiler/declarationsWithRecursiveInternalTypesProduceUniqueTypeParams.ts	0	65	1568	721	
testdata	tsc/testdata/tests/cases/compiler/declareAlreadySeen.ts	0	32	194	56	
testdata	tsc/testdata/tests/cases/compiler/declareClassInterfaceImplementation.ts	0	16	124	35	
testdata	tsc/testdata/tests/cases/compiler/declareDottedExtend.ts	0	25	147	72	
testdata	tsc/testdata/tests/cases/compiler/declareDottedModuleName.ts	0	54	236	63	
testdata	tsc/testdata/tests/cases/compiler/declareExternalModuleWithExportAssignedFundule.ts	0	60	409	115	
testdata	tsc/testdata/tests/cases/compiler/declareFileExportAssignment.ts	0	55	441	148	
testdata	tsc/testdata/tests/cases/compiler/declareFileExportAssignmentWithVarFromVariableStatement.ts	0	53	449	157	
testdata	tsc/testdata/tests/cases/compiler/declareIdentifierAsBeginningOfStatementExpression01.ts	0	75	78	34	
testdata	tsc/testdata/tests/cases/compiler/declareModifierOnImport1.ts	0	44	40	11	
testdata	tsc/testdata/tests/cases/compiler/declareModifierOnTypeAlias.ts	0	46	94	28	
testdata	tsc/testdata/tests/cases/compiler/declaredExternalModule.ts	0	27	542	130	
testdata	tsc/testdata/tests/cases/compiler/declaredExternalModuleWithExportAssignment.ts	0	57	418	130	
testdata	tsc/testdata/tests/cases/compiler/decoratedClassWithStaticAccessor.ts	0	39	115	54	
testdata	tsc/testdata/tests/cases/compiler/decoratorInJsFile.ts	0	16	213	44	
testdata	tsc/testdata/tests/cases/compiler/decoratorInJsFile1.ts	0	19	146	40	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataConditionalType.ts	0	17	319	109	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataElidedImport.ts	0	33	456	152	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataElidedImportOnDeclare.ts	0	21	372	102	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataForMethodWithNoReturnTypeAnnotation01.ts	0	26	258	72	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataGenericTypeVariable.ts	0	57	154	34	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataGenericTypeVariableDefault.ts	0	16	163	38	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataGenericTypeVariableInScope.ts	0	28	263	45	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataNoLibIsolatedModulesTypes.ts	0	17	203	40	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataNoStrictNull.ts	0	36	235	87	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataOnInferredType.ts	0	29	380	138	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataPromise.ts	0	25	321	123	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataRestParameterWithImportedType.ts	0	23	816	273	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataTypeOnlyExport.ts	0	36	335	96	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataTypeOnlyImport.ts	0	26	332	90	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataWithConstructorType.ts	0	53	383	142	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataWithImportDeclarationNameCollision.ts	0	70	506	160	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataWithImportDeclarationNameCollision2.ts	0	45	546	164	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataWithImportDeclarationNameCollision3.ts	0	64	566	166	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataWithImportDeclarationNameCollision4.ts	0	46	537	166	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataWithImportDeclarationNameCollision5.ts	0	50	525	158	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataWithImportDeclarationNameCollision6.ts	0	37	546	158	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataWithImportDeclarationNameCollision7.ts	0	55	535	168	
testdata	tsc/testdata/tests/cases/compiler/decoratorMetadataWithImportDeclarationNameCollision8.ts	0	31	550	166	
testdata	tsc/testdata/tests/cases/compiler/decoratorReferenceOnOtherProperty.ts	0	26	557	181	
testdata	tsc/testdata/tests/cases/compiler/decoratorReferences.ts	0	33	525	120	
testdata	tsc/testdata/tests/cases/compiler/decoratorUsedBeforeDeclaration.ts	0	40	1263	752	
testdata	tsc/testdata/tests/cases/compiler/decoratorWithNegativeLiteralTypeNoCrash.ts	0	19	197	66	
testdata	tsc/testdata/tests/cases/compiler/decoratorWithUnderscoreMethod.ts	0	39	536	178	
testdata	tsc/testdata/tests/cases/compiler/decoratorsOnComputedProperties.ts	0	27	4977	2690	
testdata	tsc/testdata/tests/cases/compiler/decrementAndIncrementOperators.ts	0	29	298	223	
testdata	tsc/testdata/tests/cases/compiler/deduplicateImportsInSystem.ts	0	30	205	162	
testdata	tsc/testdata/tests/cases/compiler/deduplicatePackages.ts	0	43	1069	283	
testdata	tsc/testdata/tests/cases/compiler/deepComparisons.ts	0	26	994	577	
testdata	tsc/testdata/tests/cases/compiler/deepElaborationsIntoArrowExpressions.ts	0	37	252	182	
testdata	tsc/testdata/tests/cases/compiler/deepExcessPropertyCheckingWhenTargetIsIntersection.ts	0	51	686	323	
testdata	tsc/testdata/tests/cases/compiler/deepKeysIndexing.ts	0	51	1444	645	
testdata	tsc/testdata/tests/cases/compiler/deeplyDependentLargeArrayMutation.ts	0	75	965	534	
testdata	tsc/testdata/tests/cases/compiler/deeplyDependentLargeArrayMutation2.ts	0	33	9304	9503	
testdata	tsc/testdata/tests/cases/compiler/deeplyNestedArrayTypes.ts	0	53	631	219	
testdata	tsc/testdata/tests/cases/compiler/deeplyNestedAssignabilityErrorsCombined.ts	0	63	381	350	
testdata	tsc/testdata/tests/cases/compiler/deeplyNestedAssignabilityIssue.ts	0	81	498	144	
testdata	tsc/testdata/tests/cases/compiler/deeplyNestedCheck.ts	0	68	1012	459	
testdata	tsc/testdata/tests/cases/compiler/deeplyNestedConditionalTypes.ts	0	71	2813	1448	
testdata	tsc/testdata/tests/cases/compiler/deeplyNestedConstraints.ts	0	68	458	189	
testdata	tsc/testdata/tests/cases/compiler/deeplyNestedMappedTypes.ts	0	69	4971	2190	
testdata	tsc/testdata/tests/cases/compiler/deeplyNestedTemplateLiteralIntersection.ts	0	58	386	232	
testdata	tsc/testdata/tests/cases/compiler/deeplyNestedTupleTypes.ts	0	56	537	219	
testdata	tsc/testdata/tests/cases/compiler/defaultArgsInFunctionExpressions.ts	0	64	939	452	
testdata	tsc/testdata/tests/cases/compiler/defaultArgsInOverloads.ts	0	65	341	204	
testdata	tsc/testdata/tests/cases/compiler/defaultBestCommonTypesHaveDecls.ts	0	62	389	235	
testdata	tsc/testdata/tests/cases/compiler/defaultDeclarationEmitDefaultImport.ts	0	40	299	81	
testdata	tsc/testdata/tests/cases/compiler/defaultDeclarationEmitNamedCorrectly.ts	0	57	363	157	
testdata	tsc/testdata/tests/cases/compiler/defaultDeclarationEmitShadowedNamedCorrectly.ts	0	64	549	201	
testdata	tsc/testdata/tests/cases/compiler/defaultIndexProps1.ts	0	72	138	97	
testdata	tsc/testdata/tests/cases/compiler/defaultIndexProps2.ts	0	62	196	96	
testdata	tsc/testdata/tests/cases/compiler/defaultIsNotVisibleInLocalScope.ts	0	49	259	60	
testdata	tsc/testdata/tests/cases/compiler/defaultKeywordWithoutExport1.ts	0	55	138	40	
testdata	tsc/testdata/tests/cases/compiler/defaultKeywordWithoutExport2.ts	0	52	46	15	
testdata	tsc/testdata/tests/cases/compiler/defaultNamedExportWithType1.ts	0	49	81	24	
testdata	tsc/testdata/tests/cases/compiler/defaultNamedExportWithType2.ts	0	61	74	25	
testdata	tsc/testdata/tests/cases/compiler/defaultNamedExportWithType3.ts	0	49	80	24	
testdata	tsc/testdata/tests/cases/compiler/defaultNamedExportWithType4.ts	0	67	73	25	
testdata	tsc/testdata/tests/cases/compiler/defaultOfAnyInStrictNullChecks.ts	0	44	211	41	
testdata	tsc/testdata/tests/cases/compiler/defaultParameterAddsUndefinedWithStrictNullChecks.ts	0	53	1438	767	
testdata	tsc/testdata/tests/cases/compiler/defaultParameterTrailingComments.ts	0	54	160	53	
testdata	tsc/testdata/tests/cases/compiler/defaultPropsEmptyCurlyBecomesAnyForJs.ts	0	58	627	264	
testdata	tsc/testdata/tests/cases/compiler/defaultValueInConstructorOverload1.ts	0	32	92	39	
testdata	tsc/testdata/tests/cases/compiler/defaultValueInFunctionOverload1.ts	0	41	94	40	
testdata	tsc/testdata/tests/cases/compiler/defaultValueInFunctionTypes.ts	0	41	164	94	
testdata	tsc/testdata/tests/cases/compiler/deferredConditionalTypes.ts	0	50	1729	938	
testdata	tsc/testdata/tests/cases/compiler/deferredConditionalTypes2.ts	0	34	1121	384	
testdata	tsc/testdata/tests/cases/compiler/deferredLookupTypeResolution.ts	0	28	785	369	
testdata	tsc/testdata/tests/cases/compiler/deferredLookupTypeResolution2.ts	0	71	823	393	
testdata	tsc/testdata/tests/cases/compiler/deferredTypeReferenceWithinArrayWithinTuple.ts	0	62	200	58	
testdata	tsc/testdata/tests/cases/compiler/defineVariables_useDefineForClassFields.ts	0	34	122	56	
testdata	tsc/testdata/tests/cases/compiler/definiteAssignmentOfClosedOverVariable.ts	0	45	528	236	
testdata	tsc/testdata/tests/cases/compiler/definiteAssignmentOfDestructuredVariable.ts	0	43	335	128	
testdata	tsc/testdata/tests/cases/compiler/definiteAssignmentWithErrorStillStripped.ts	0	64	95	18	
testdata	tsc/testdata/tests/cases/compiler/deleteExpressionMustBeOptional.ts	0	46	592	351	
testdata	tsc/testdata/tests/cases/compiler/deleteExpressionMustBeOptional_exactOptionalPropertyTypes.ts	0	52	793	482	
testdata	tsc/testdata/tests/cases/compiler/deleteOperator1.ts	0	57	105	61	
testdata	tsc/testdata/tests/cases/compiler/deleteOperatorInStrictMode.ts	0	40	51	23	
testdata	tsc/testdata/tests/cases/compiler/deleteReadonly.ts	0	38	232	131	
testdata	tsc/testdata/tests/cases/compiler/deleteReadonlyInStrictNullChecks.ts	0	24	123	38	
testdata	tsc/testdata/tests/cases/compiler/dependencyViaImportAlias.ts	0	36	153	43	
testdata	tsc/testdata/tests/cases/compiler/dependentDestructuringBindingElementInitializer.ts	0	39	399	199	
testdata	tsc/testdata/tests/cases/compiler/dependentDestructuringCrossFilePosition.ts	0	29	287	125	
testdata	tsc/testdata/tests/cases/compiler/dependentDestructuringDeferredCallback.ts	0	30	313	171	
testdata	tsc/testdata/tests/cases/compiler/deprecatedBool.ts	0	39	57	25	
testdata	tsc/testdata/tests/cases/compiler/deprecatedCompilerOptions1.ts	0	36	431	97	
testdata	tsc/testdata/tests/cases/compiler/deprecatedCompilerOptions2.ts	0	38	515	119	
testdata	tsc/testdata/tests/cases/compiler/deprecatedCompilerOptions3.ts	0	31	432	97	
testdata	tsc/testdata/tests/cases/compiler/deprecatedCompilerOptions4.ts	0	25	469	107	
testdata	tsc/testdata/tests/cases/compiler/deprecatedCompilerOptions5.ts	0	27	469	107	
testdata	tsc/testdata/tests/cases/compiler/deprecatedCompilerOptions6.ts	0	31	495	117	
testdata	tsc/testdata/tests/cases/compiler/derivedClassConstructorWithExplicitReturns01.ts	0	48	687	252	
testdata	tsc/testdata/tests/cases/compiler/derivedClassOverridesPrivateFunction1.ts	0	40	261	101	
testdata	tsc/testdata/tests/cases/compiler/derivedClasses.ts	0	28	513	314	
testdata	tsc/testdata/tests/cases/compiler/derivedInterfaceCallSignature.ts	0	52	982	520	
testdata	tsc/testdata/tests/cases/compiler/derivedTypeCallingBaseImplWithOptionalParams.ts	0	53	369	145	
testdata	tsc/testdata/tests/cases/compiler/derivedTypeIncompatibleSignatures.ts	0	62	627	187	
testdata	tsc/testdata/tests/cases/compiler/destructionAssignmentError.ts	0	34	173	131	
testdata	tsc/testdata/tests/cases/compiler/destructureCatchClause.ts	0	53	985	503	
testdata	tsc/testdata/tests/cases/compiler/destructureComputedProperty.ts	0	51	285	190	
testdata	tsc/testdata/tests/cases/compiler/destructureOfVariableSameAsShorthand.ts	0	35	745	274	
testdata	tsc/testdata/tests/cases/compiler/destructureOptionalParameter.ts	0	63	629	251	
testdata	tsc/testdata/tests/cases/compiler/destructureTupleWithVariableElement.ts	0	41	446	218	
testdata	tsc/testdata/tests/cases/compiler/destructuredDeclarationEmit.ts	0	39	678	436	
testdata	tsc/testdata/tests/cases/compiler/destructuredLateBoundNameHasCorrectTypes.ts	0	35	254	128	
