set	path	rc	ms_parallel8	bytes	lines	err
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ComputedPropertyNames/parserES5ComputedPropertyName1.ts	0	16	62	22	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ComputedPropertyNames/parserES5ComputedPropertyName10.ts	0	15	48	18	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ComputedPropertyNames/parserES5ComputedPropertyName11.ts	0	21	66	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ComputedPropertyNames/parserES5ComputedPropertyName2.ts	0	11	43	24	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ComputedPropertyNames/parserES5ComputedPropertyName3.ts	0	21	46	27	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ComputedPropertyNames/parserES5ComputedPropertyName4.ts	0	17	50	27	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ComputedPropertyNames/parserES5ComputedPropertyName5.ts	0	22	58	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ComputedPropertyNames/parserES5ComputedPropertyName6.ts	0	25	46	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ComputedPropertyNames/parserES5ComputedPropertyName7.ts	0	14	63	18	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ComputedPropertyNames/parserES5ComputedPropertyName8.ts	0	20	47	24	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ComputedPropertyNames/parserES5ComputedPropertyName9.ts	0	16	50	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ConstructorDeclarations/parserConstructorDeclaration1.ts	0	17	59	21	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ConstructorDeclarations/parserConstructorDeclaration10.ts	0	17	61	23	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ConstructorDeclarations/parserConstructorDeclaration11.ts	0	15	55	25	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ConstructorDeclarations/parserConstructorDeclaration2.ts	0	12	60	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ConstructorDeclarations/parserConstructorDeclaration3.ts	0	13	60	23	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ConstructorDeclarations/parserConstructorDeclaration4.ts	0	11	61	23	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ConstructorDeclarations/parserConstructorDeclaration5.ts	0	10	61	21	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ConstructorDeclarations/parserConstructorDeclaration6.ts	0	18	67	25	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ConstructorDeclarations/parserConstructorDeclaration7.ts	0	13	68	25	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ConstructorDeclarations/parserConstructorDeclaration8.ts	0	15	79	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ConstructorDeclarations/parserConstructorDeclaration9.ts	0	13	56	25	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserEnum1.ts	0	11	197	46	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserEnum2.ts	0	18	175	44	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserEnum3.ts	0	9	63	12	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserEnum4.ts	0	15	74	13	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserEnum5.ts	0	13	87	49	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserEnum6.ts	0	15	48	22	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserEnum7.ts	0	19	42	15	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserEnumDeclaration1.ts	0	11	50	18	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserEnumDeclaration2.d.ts	0	15	39	12	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserEnumDeclaration2.ts	0	10	69	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserEnumDeclaration3.d.ts	0	15	41	16	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserEnumDeclaration3.ts	0	21	48	18	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserEnumDeclaration4.ts	0	9	34	9	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserEnumDeclaration5.ts	0	15	70	26	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserEnumDeclaration6.ts	0	10	76	30	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserInterfaceKeywordInEnum.ts	0	23	51	12	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/EnumDeclarations/parserInterfaceKeywordInEnum1.ts	0	15	68	18	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/AccessibilityAfterStatic/parserAccessibilityAfterStatic1.ts	0	10	68	22	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/AccessibilityAfterStatic/parserAccessibilityAfterStatic10.ts	0	19	67	30	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/AccessibilityAfterStatic/parserAccessibilityAfterStatic11.ts	0	17	59	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/AccessibilityAfterStatic/parserAccessibilityAfterStatic14.ts	0	11	62	26	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/AccessibilityAfterStatic/parserAccessibilityAfterStatic2.ts	0	21	74	16	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/AccessibilityAfterStatic/parserAccessibilityAfterStatic3.ts	0	13	59	16	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/AccessibilityAfterStatic/parserAccessibilityAfterStatic4.ts	0	13	63	18	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/AccessibilityAfterStatic/parserAccessibilityAfterStatic5.ts	0	20	73	16	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/AccessibilityAfterStatic/parserAccessibilityAfterStatic6.ts	0	17	68	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/AccessibilityAfterStatic/parserAccessibilityAfterStatic7.ts	0	8	64	24	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ArgumentLists/parserErrorRecovery_ArgumentList1.ts	0	12	62	15	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ArgumentLists/parserErrorRecovery_ArgumentList2.ts	0	11	49	19	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ArgumentLists/parserErrorRecovery_ArgumentList3.ts	0	13	62	23	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ArgumentLists/parserErrorRecovery_ArgumentList4.ts	0	10	63	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ArgumentLists/parserErrorRecovery_ArgumentList6.ts	0	14	24	7	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ArgumentLists/parserErrorRecovery_ArgumentList7.ts	0	23	26	9	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ArrayLiteralExpressions/parserErrorRecoveryArrayLiteralExpression1.ts	0	12	50	27	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ArrayLiteralExpressions/parserErrorRecoveryArrayLiteralExpression2.ts	0	18	185	35	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ArrayLiteralExpressions/parserErrorRecoveryArrayLiteralExpression3.ts	0	20	128	27	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ArrowFunctions/ArrowFunction1.ts	0	14	47	21	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ArrowFunctions/ArrowFunction3.ts	0	17	46	21	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ArrowFunctions/ArrowFunction4.ts	0	17	67	31	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ArrowFunctions/parserX_ArrowFunction1.ts	0	19	47	21	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ArrowFunctions/parserX_ArrowFunction3.ts	0	12	46	21	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ArrowFunctions/parserX_ArrowFunction4.ts	0	8	67	31	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/Blocks/parserErrorRecovery_Block1.ts	0	19	60	19	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/Blocks/parserErrorRecovery_Block2.ts	0	13	58	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/Blocks/parserErrorRecovery_Block3.ts	0	16	98	37	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ClassElements/parserErrorRecovery_ClassElement1.ts	0	7	160	19	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ClassElements/parserErrorRecovery_ClassElement2.ts	0	26	68	23	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ClassElements/parserErrorRecovery_ClassElement3.ts	0	15	86	33	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/Expressions/parserErrorRecovery_Expression1.ts	0	17	34	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ExtendsOrImplementsClauses/parserErrorRecovery_ExtendsOrImplementsClause1.ts	0	11	40	9	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ExtendsOrImplementsClauses/parserErrorRecovery_ExtendsOrImplementsClause2.ts	0	16	43	11	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ExtendsOrImplementsClauses/parserErrorRecovery_ExtendsOrImplementsClause3.ts	0	15	53	19	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ExtendsOrImplementsClauses/parserErrorRecovery_ExtendsOrImplementsClause4.ts	0	13	53	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ExtendsOrImplementsClauses/parserErrorRecovery_ExtendsOrImplementsClause5.ts	0	17	57	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ExtendsOrImplementsClauses/parserErrorRecovery_ExtendsOrImplementsClause6.ts	0	18	42	11	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/IfStatements/parserErrorRecoveryIfStatement1.ts	0	17	89	35	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/IfStatements/parserErrorRecoveryIfStatement2.ts	0	16	90	37	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/IfStatements/parserErrorRecoveryIfStatement3.ts	0	14	92	41	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/IfStatements/parserErrorRecoveryIfStatement4.ts	0	16	93	45	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/IfStatements/parserErrorRecoveryIfStatement5.ts	0	11	95	47	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/IfStatements/parserErrorRecoveryIfStatement6.ts	0	20	104	51	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/IncompleteMemberVariables/parserErrorRecovery_IncompleteMemberVariable1.ts	0	11	568	259	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/IncompleteMemberVariables/parserErrorRecovery_IncompleteMemberVariable2.ts	0	14	588	207	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/LeftShifts/parserErrorRecovery_LeftShift1.ts	0	16	49	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ModuleElements/parserErrorRecovery_ModuleElement1.ts	0	9	50	15	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ModuleElements/parserErrorRecovery_ModuleElement2.ts	0	21	70	21	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ObjectLiterals/parserErrorRecovery_ObjectLiteral1.ts	0	8	40	23	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ObjectLiterals/parserErrorRecovery_ObjectLiteral2.ts	0	12	40	15	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ObjectLiterals/parserErrorRecovery_ObjectLiteral3.ts	0	12	42	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ObjectLiterals/parserErrorRecovery_ObjectLiteral4.ts	0	15	43	15	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ObjectLiterals/parserErrorRecovery_ObjectLiteral5.ts	0	14	44	19	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ParameterLists/parserErrorRecovery_ParameterList1.ts	0	10	56	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ParameterLists/parserErrorRecovery_ParameterList2.ts	0	10	57	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ParameterLists/parserErrorRecovery_ParameterList4.ts	0	13	41	19	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ParameterLists/parserErrorRecovery_ParameterList5.ts	0	9	35	11	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/ParameterLists/parserErrorRecovery_ParameterList6.ts	0	11	68	33	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/SourceUnits/parserErrorRecovery_SourceUnit1.ts	0	12	49	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/SwitchStatements/parserErrorRecovery_SwitchStatement1.ts	0	12	101	35	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/SwitchStatements/parserErrorRecovery_SwitchStatement2.ts	0	8	82	21	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/TypeArgumentLists/TypeArgumentList1.ts	0	12	41	40	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/TypeArgumentLists/parserX_TypeArgumentList1.ts	0	11	41	40	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/VariableLists/parserErrorRecovery_VariableList1.ts	0	16	35	13	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/VariableLists/parserInvalidIdentifiersInVariableStatements1.ts	0	13	65	27	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/VariableLists/parserVariableStatement1.ts	0	17	41	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/VariableLists/parserVariableStatement2.ts	0	10	39	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/VariableLists/parserVariableStatement3.ts	0	17	40	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/VariableLists/parserVariableStatement4.ts	0	17	44	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserCommaInTypeMemberList1.ts	0	15	59	30	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserCommaInTypeMemberList2.ts	0	15	146	83	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserEmptyParenthesizedExpression1.ts	0	15	61	23	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserEqualsGreaterThanAfterFunction1.ts	0	15	30	5	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserEqualsGreaterThanAfterFunction2.ts	0	12	36	13	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserErrantAccessibilityModifierInModule1.ts	0	11	198	47	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserErrantEqualsGreaterThanAfterFunction1.ts	0	12	37	13	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserErrantEqualsGreaterThanAfterFunction2.ts	0	7	41	21	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserErrantSemicolonInClass1.ts	0	11	628	271	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserFuzz1.ts	0	10	45	19	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserMissingLambdaOpenBrace1.ts	0	15	281	121	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserModifierOnPropertySignature1.ts	0	11	75	18	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserModifierOnPropertySignature2.ts	0	15	80	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserModifierOnStatementInBlock1.ts	0	16	92	27	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserModifierOnStatementInBlock2.ts	0	10	52	15	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserModifierOnStatementInBlock3.ts	0	22	82	26	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserModifierOnStatementInBlock4.ts	0	12	60	15	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserPublicBreak1.ts	0	17	35	11	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserStatementIsNotAMemberVariableDeclaration1.ts	0	11	252	60	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserUnfinishedTypeNameBeforeKeyword1.ts	0	15	69	15	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserUnterminatedGeneric1.ts	0	12	97	29	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ErrorRecovery/parserUnterminatedGeneric2.ts	0	18	261	85	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ExportAssignments/parserExportAssignment1.ts	0	12	52	9	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ExportAssignments/parserExportAssignment2.ts	0	14	53	9	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ExportAssignments/parserExportAssignment3.ts	0	9	48	7	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ExportAssignments/parserExportAssignment4.ts	0	12	50	11	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ExportAssignments/parserExportAssignment5.ts	0	12	53	15	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ExportAssignments/parserExportAssignment6.ts	0	18	60	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ExportAssignments/parserExportAssignment7.ts	0	15	76	18	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ExportAssignments/parserExportAssignment8.ts	0	16	76	18	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/ExportAssignments/parserExportAssignment9.ts	0	8	106	27	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parseIncompleteBinaryExpression1.ts	0	18	35	15	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parserAssignmentExpression1.ts	0	8	33	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parserConditionalExpression1.ts	0	16	69	101	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parserInvocationOfMemberAccessOffOfObjectCreationExpression1.ts	0	13	30	25	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parserMemberAccessAfterPostfixExpression1.ts	0	16	48	19	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parserObjectCreation2.ts	0	11	34	19	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parserPostfixPostfixExpression1.ts	0	19	26	11	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parserPostfixUnaryExpression1.ts	0	16	29	11	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parserTypeAssertionInObjectCreationExpression1.ts	0	18	31	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parserUnaryExpression1.ts	0	12	26	9	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parserUnaryExpression2.ts	0	15	36	17	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parserUnaryExpression3.ts	0	11	25	11	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parserUnaryExpression4.ts	0	12	24	9	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parserUnaryExpression5.ts	0	14	36	15	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parserUnaryExpression6.ts	0	9	19	3	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Expressions/parserUnaryExpression7.ts	0	12	32	13	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/FunctionDeclarations/parserFunctionDeclaration1.d.ts	0	14	40	12	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/FunctionDeclarations/parserFunctionDeclaration1.ts	0	13	88	22	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/FunctionDeclarations/parserFunctionDeclaration2.d.ts	0	13	37	13	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/FunctionDeclarations/parserFunctionDeclaration2.ts	0	15	47	15	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/FunctionDeclarations/parserFunctionDeclaration3.ts	0	15	34	10	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/FunctionDeclarations/parserFunctionDeclaration4.ts	0	14	74	22	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/FunctionDeclarations/parserFunctionDeclaration5.ts	0	15	74	22	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/FunctionDeclarations/parserFunctionDeclaration6.ts	0	17	88	21	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/FunctionDeclarations/parserFunctionDeclaration7.ts	0	13	75	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/FunctionDeclarations/parserFunctionDeclaration8.ts	0	27	83	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Fuzz/parser0_004152.ts	0	14	202	73	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Fuzz/parser768531.ts	0	18	62	22	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserAmbiguity1.ts	0	18	33	34	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserAmbiguity2.ts	0	13	31	39	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserAmbiguity3.ts	0	15	38	43	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserAmbiguityWithBinaryOperator1.ts	0	14	113	80	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserAmbiguityWithBinaryOperator2.ts	0	12	112	79	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserAmbiguityWithBinaryOperator3.ts	0	15	114	79	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserAmbiguityWithBinaryOperator4.ts	0	18	87	65	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserCastVersusArrowFunction1.ts	0	26	222	225	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserConstructorAmbiguity1.ts	0	12	30	19	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserConstructorAmbiguity2.ts	0	14	29	15	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserConstructorAmbiguity3.ts	0	11	30	15	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserConstructorAmbiguity4.ts	0	14	37	28	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGenericClass1.ts	0	13	35	16	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGenericClass2.ts	0	21	37	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGenericConstraint1.ts	0	7	50	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGenericConstraint2.ts	0	13	52	26	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGenericConstraint3.ts	0	8	51	26	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGenericConstraint4.ts	0	10	59	32	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGenericConstraint5.ts	0	12	58	32	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGenericConstraint6.ts	0	7	58	32	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGenericConstraint7.ts	0	15	57	32	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGenericsInInterfaceDeclaration1.ts	0	15	123	90	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGenericsInTypeContexts1.ts	0	13	216	183	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGenericsInTypeContexts2.ts	0	18	324	371	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGenericsInVariableDeclaration1.ts	0	10	177	165	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGreaterThanTokenAmbiguity1.ts	0	13	26	16	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGreaterThanTokenAmbiguity10.ts	0	15	51	20	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGreaterThanTokenAmbiguity11.ts	0	11	27	13	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGreaterThanTokenAmbiguity12.ts	0	14	28	13	
testdata	tsc/testdata/tests/cases/conformance/parser/ecmascript5/Generics/parserGreaterThanTokenAmbiguity13.ts	0	22	31	15	
