IsNone	direct	1	n	524:if fidelity.IsNone() { || 536:if mappedFidelity.IsNone() { || 550:if mappedFidelity.IsNone() {
AsNode	direct	2	y	244:if !canUseSourceFile || ast.GetSourceFileOfNode(node) != p.emitContext.MostOriginal(p.currentSourceFile.AsNode || 776:if p.shouldEmitOnSingleLine(body.AsNode()) { || 784:if !ast.NodeIsSynthesized(body.AsNode()) && p.currentSourceFile != nil && !RangeIsOnSingleLine(body.Loc, p.cur
getAllSuperTypeNodes	direct	0	n	1494:baseTypeNodes = getAllSuperTypeNodes(decl)
Error	direct	21	n	126:Message: err.Error(), || 149:Message: err.Error(), || 193:if msg.Error != nil {
AsNode	direct	2	y	117:importElisionEnabled := !options.VerbatimModuleSyntax.IsTrue() && !ast.IsInJSFile(sourceFile.AsNode()) || 301:printer_.Write(sourceFile.AsNode(), sourceFile, e.writer, sourceMapGenerator)
IsDecorator	direct	0	n	1961:!c.legacyDecorators && ast.IsDecorator(container) && (container.Parent == declaration || || 1973:if !c.legacyDecorators && ast.IsDecorator(container) { || 2056:if current.Parent != nil && ast.IsDecorator(current.Parent) {
FileExists	direct	23	n	956:if r.resolver.host.FS().FileExists(possibleInputWithInputExtension) { || 1615:if r.resolver.host.FS().FileExists(fileName) { || 1795:if directoryExists && r.resolver.host.FS().FileExists(packageJsonPath) {
IsSingleSegment	direct	1	n	333:if !selectionFidelity.IsSingleSegment() { || 600:if !fidelity.IsSingleSegment() {
checkFunctionOrConstructorSymbolWorker$2	closure	0	n	
Clone	direct	210	y	466:clone := alias.Clone(tx.Factory()) || 1272:clone = receiver.Clone(tx.Factory()) || 1920:tx.getClassLexicalEnvironment().classConstructor = temp.Clone(tx.Factory())
AsNode	direct	2	y	606:return cloneNode(f.AsNodeFactory().NewToken(node.Kind), node.AsNode(), f.AsNodeFactory().hooks) || 635:return cloneNode(f.AsNodeFactory().NewIdentifier(node.Text), node.AsNode(), f.AsNodeFactory().hooks) || 659:return cloneNode(f.AsNodeFactory().NewPrivateIdentifier(node.Text), node.AsNode(), f.AsNodeFactory().hooks)
UseCaseSensitiveFileNames	direct	19	n	55:UseCaseSensitiveFileNames: host.FS().UseCaseSensitiveFileNames(), || 88:UseCaseSensitiveFileNames: host.FS().UseCaseSensitiveFileNames(), || 171:path := tspath.ToPath(fileName, p.currentDirectory, p.fs.UseCaseSensitiveFileNames())
narrowTypeByInKeyword$2	closure	0	n	
getSymbolOfDeclaration	direct	3	n	82:symbol := r.checker.getSymbolOfDeclaration(node) || 356:sym := r.checker.getSymbolOfDeclaration(r.checker.getThisContainer(firstIdentifier, false, false)) || 478:symbol := r.checker.getSymbolOfDeclaration(node)
WriteKeyword	direct	5	y	38:func (w *trailingSemicolonDeferringWriter) WriteKeyword(text string) { || 40:w.inner.WriteKeyword(text)
AsParameterDeclaration	direct	1	n	562:} else if node.Kind == ast.KindParameter && (flags&ast.ModifierFlagsParameterPropertyModifier != 0) && node.As || 692:parameter := parameters.Nodes[i].AsParameterDeclaration() || 731:parameter := n.AsParameterDeclaration()
Visitor	direct	1	n	105:return tx.Visitor().VisitEachChild(node) || 215:return tx.Visitor().VisitEachChild(node) || 223:tx.Factory().NewAwaitHelper(tx.Visitor().VisitNode(node.Expression)),
Marshal	direct	1	n	31:}}).Marshal()
UseCaseSensitiveFileNames	direct	19	y	90:compareOptions := tspath.ComparePathsOptions{UseCaseSensitiveFileNames: l.UseCaseSensitiveFileNames()} || 104:if suffix, ok := tspath.TrimFilePathPrefix(path, trimmedOldPath, l.UseCaseSensitiveFileNames()); ok && || 131:foundExactMatch := updatePathsProperty(configFile, configDir, property, changeTracker, oldToNew, l.converters,
AsJsxSpreadAttribute	direct	1	n	4348:p.emitJsxSpreadAttribute(node.AsJsxSpreadAttribute()) || 5215:p.emitJsxSpreadAttribute(node.AsJsxSpreadAttribute())
IsStringLiteral	direct	1	n	1339:return IsImportTypeNode(node) && IsLiteralTypeNode(node.AsImportTypeNode().Argument) && IsStringLiteral(node.A || 1936:if IsStringLiteral(node.AsModuleDeclaration().Name()) { || 1959:if IsStringLiteral(literalTypeNode.Literal) {
IsObjectBindingPattern	direct	0	n	737:if ast.IsObjectBindingPattern(bindingPattern) { || 1309:if ast.IsObjectBindingPattern(n) || ast.IsArrayBindingPattern(n) {
Pos	direct	7	n	181:return format.GetLineStartPositionForPosition(JSDocComments[0].Pos(), sourceFile) || 198:fullStart := node.Pos() || 252:if comment.Kind == ast.KindSingleLineCommentTrivia || scanner.ComputeLineOfPosition(lineStarts, comment.Pos())
Modifiers	direct	4	y	1443:p.emitModifierList(node.AsNode(), node.Modifiers(), false /*allowDecorators*/) || 1479:p.emitModifierList(node.AsNode(), node.Modifiers(), true /*allowDecorators*/) || 1488:p.emitInitializer(node.Initializer, greatestEnd(node.Pos(), node.Type, node.QuestionToken, node.Name(), node.M
init$6	closure	0	n	
GetCurrentDirectory	direct	24	n	179:caches:          newCaches(host.GetCurrentDirectory(), host.FS().UseCaseSensitiveFileNames(), options), || 203:r.caches = newCaches(host.GetCurrentDirectory(), host.FS().UseCaseSensitiveFileNames(), compilerOptions) || 256:typeRoots, fromConfig := compilerOptions.GetEffectiveTypeRoots(r.host.GetCurrentDirectory())
DeclarationMapPath	direct	1	n	1346:verifyEmitFilePath(emitFileNames.DeclarationMapPath())
String	direct	82	n	40:[]any{"typesVersions", "object", p.Fields.TypesVersions.Type.String()}, || 63:[]any{"typesVersions['" + key + "']", "object", value.Type.String()},
GetCurrentDirectory	direct	24	n	50:parser := parseCommandLineWorker(CompilerOptionsDidYouMeanDiagnostics, commandLine, host.FS(), host.GetCurrent || 51:options := convertToOptionsWithAbsolutePaths(parser.options.Clone(), CommandLineCompilerOptionsMap, host.GetCu || 56:CurrentDirectory:          host.GetCurrentDirectory(),
noop	direct	0	n	
Run	direct	4	y	14:return ipc.NewAsyncConn(rwc, staticProjectHandler{Handler: &Handler{}}).Run(ctx) || 40:go func() { _ = ipc.NewAsyncConn(server, handler).Run(context.Background()) }()
BuildNodeIndexTable$3	closure	0	n	
getElementTypeOfSliceOfTupleType	direct	1	n	24953:func (c *Checker) getElementTypeOfSliceOfTupleType(t *Type, index int, endSkipCount int, writing bool, noReduc || 24975:return c.getElementTypeOfSliceOfTupleType(t, t.TargetTupleType().fixedLength, 0, false, false) || 28080:elementType := c.getElementTypeOfSliceOfTupleType(objectType, core.IfElse(indexType.flags&TypeFlagsNumber != 0
Close	direct	26	y	227:defer contentMapperHost.Close() || 252:defer contentMapperProject.Close()
Stat	direct	13	n	124:func (fsys *FS) Stat(path string) vfs.FileInfo { || 131:ret := fsys.fs.Stat(path)
String	direct	82	n	300:traceBuilder.write(diagnostics.Module_resolution_kind_is_not_specified_using_0, moduleResolution.String()) || 304:traceBuilder.write(diagnostics.Explicitly_specified_module_resolution_kind_Colon_0, moduleResolution.String()) || 320:traceBuilder.write(diagnostics.Module_name_0_was_successfully_resolved_to_1_with_Package_ID_2, moduleName, res
Visitor	direct	1	n	228:visited := tx.Visitor().VisitEachChild(node.AsNode()) || 338:return tx.Visitor().VisitEachChild(node) || 396:name = tx.Visitor().VisitNode(node.AsElementAccessExpression().ArgumentExpression)
getIterationTypesOfIterableWorker$1	closure	0	n	
IsStatic	direct	1	n	458:if ast.IsStatic(node) { || 997:if ast.IsStatic(member) != isStatic { || 1331:ast.IsStatic(member),
FileName	direct	17	n	211:fileName := uri.FileName() || 232:if entry := b.findDefaultConfiguredProject(overlay.FileName(), b.toPath(overlay.FileName())); entry != nil { || 275:paths = append(paths, b.toPath(uri.FileName()))
dropTrailingEmptyLines	direct	0	n	165:return strings.Join(dropTrailingEmptyLines(commandLines), "\n") || 259:return strings.Join(dropTrailingEmptyLines(commandLines), "\n") || 331:return strings.Join(dropTrailingEmptyLines(commandLines), "\n")
instantiateType	direct	1	n	2629:c.checkTypeAssignableTo(defaultType, c.getTypeWithThisArgument(c.instantiateType(constraintType, newSimpleType || 3035:result = result && c.checkTypeAssignableTo(typeArguments[i], c.instantiateType(constraint, mapper), core.Eleme || 9331:if !c.checkTypeAssignableToEx(typeArgument, c.getTypeWithThisArgument(c.instantiateType(constraint, mapper), t
GetMTime	direct	2	y	233:aTime = h.program.host.GetMTime(fileName)
Parameters	direct	2	n	597:if isNodeArrayMultiLine(node.Parameters(), sourceFile) {
areTypesComparable	direct	1	n	596:return c.areTypesComparable(t, valueType) || doubleEquals && isCoercibleUnderDoubleEquals(t, valueType) || 608:return !(c.isUnitLikeType(t) && c.areTypesComparable(t, valueType)) || 746:return discriminantType.flags&TypeFlagsNever == 0 && narrowedPropType.flags&TypeFlagsNever == 0 && c.areTypesC
AsArrayTypeNode	direct	1	n	546:visitForDisplayParts(node.AsArrayTypeNode().ElementType)
newSyntheticRecursiveVisitor$1	closure	0	n	
getExistingNodeTreeVisitor$1$1	closure	0	n	
UseCaseSensitiveFileNames	direct	19	n	112:excludeMatcher := vfsmatch.NewSpecMatcher(c.validatedExcludeSpecs, comparePathsOptions.CurrentDirectory, vfsma || 132:includeMatcher := vfsmatch.NewSpecMatcher([]string{spec}, comparePathsOptions.CurrentDirectory, vfsmatch.Usage || 144:filePath := tspath.ToPath(fileName, comparePathsOptions.CurrentDirectory, comparePathsOptions.UseCaseSensitive
EmitContext	direct	2	n	104:func NewDeclarationTransformer(host DeclarationEmitHost, context *printer.EmitContext, compilerOptions *core.C || 134:tx.bindingNameVisitor = tx.EmitContext().NewNodeVisitor(tx.visitBindingName) || 135:tx.expressionVisitor = tx.EmitContext().NewNodeVisitor(tx.visitNestedExpression)
normalizeDiagnosticDirectives$1	closure	0	n	
WalkDir	direct	11	n	448:_ = w.fs.WalkDir(directory, func(path string, entry vfs.DirEntry, err error) error {
AsPropertyAccessExpression	direct	1	n	1758:pa := node.AsPropertyAccessExpression() || 1956:} else if ast.IsPropertyAccessExpression(bin.Left) && ast.IsIdentifier(bin.Left.AsPropertyAccessExpression().N || 1957:setterName = f.NewStringLiteralFromNode(bin.Left.AsPropertyAccessExpression().Name())
AsType	direct	1	y	560:return t.AsType() || 569:t.objectTypeWithoutAbstractConstructSignatures = t.AsType() || 570:return t.AsType()
FileExists	direct	23	n	956:if r.resolver.host.FS().FileExists(possibleInputWithInputExtension) { || 1615:if r.resolver.host.FS().FileExists(fileName) { || 1795:if directoryExists && r.resolver.host.FS().FileExists(packageJsonPath) {
getContextualTypeForReturnExpression$1	closure	0	n	
UseCaseSensitiveFileNames	direct	19	n	112:excludeMatcher := vfsmatch.NewSpecMatcher(c.validatedExcludeSpecs, comparePathsOptions.CurrentDirectory, vfsma || 132:includeMatcher := vfsmatch.NewSpecMatcher([]string{spec}, comparePathsOptions.CurrentDirectory, vfsmatch.Usage || 144:filePath := tspath.ToPath(fileName, comparePathsOptions.CurrentDirectory, comparePathsOptions.UseCaseSensitive
DecreaseIndent	direct	5	y	93:func (w *trailingSemicolonDeferringWriter) DecreaseIndent() { || 95:w.inner.DecreaseIndent()
IsIncremental	direct	2	n	417:p.snapshot.hasErrors = core.IfElse(p.snapshot.options.IsIncremental(), core.TSFalse, core.TSTrue) || 440:return p.snapshot.options.IsIncremental() || 450:p.snapshot.hasSemanticErrors = !p.snapshot.options.IsIncremental()
NewNodeList	direct	1	n	101:replacement := f.NewNodeList([]*ast.Node{}) || 446:tx.Factory().NewNodeList([]*ast.Node{tx.Factory().NewExpressionStatement( || 452:newList := tx.Factory().NewNodeList(memberList)
CreateECMALineInfo	direct	0	n	68:f.lineInfo = sourcemap.CreateECMALineInfo(f.content, lineStarts)
AsSwitchStatement	direct	1	n	4185:p.emitSwitchStatement(node.AsSwitchStatement()) || 6024:p.generateNames(node.AsSwitchStatement().CaseBlock)
getTypeFromTypeNode	direct	2	n	71:t := b.getTypeFromTypeNode(node, false) || 84:t := b.getTypeFromTypeNode(node, false) || 430:if !b.canReuseExistingJSTypeNode(node, b.getTypeFromTypeNode(node, false)) {
getResolvedPackageNames	direct	0	n	822:allResolvedPackageNames[entry.Key()] = getResolvedPackageNames(ctx, program)
EmitContext	direct	2	n	134:ec := tx.EmitContext() || 275:tx.EmitContext().AddEmitHelper(visited, tx.EmitContext().ReadEmitHelpers()...) || 277:tx.EmitContext().AddEmitFlags(visited, printer.EFTransformPrivateStaticElements)
GetSourceFileMetaData	direct	3	n	1198:sourceFileMetaData := c.program.GetSourceFileMetaData(sourceFile.Path()) || 1696:sourceFileMetaData := c.program.GetSourceFileMetaData(sourceFile.Path())
GetCurrentDirectory	direct	24	n	179:caches:          newCaches(host.GetCurrentDirectory(), host.FS().UseCaseSensitiveFileNames(), options), || 203:r.caches = newCaches(host.GetCurrentDirectory(), host.FS().UseCaseSensitiveFileNames(), compilerOptions) || 256:typeRoots, fromConfig := compilerOptions.GetEffectiveTypeRoots(r.host.GetCurrentDirectory())
Visitor	direct	1	n	274:visited := tx.Visitor().VisitEachChild(node.AsNode()) || 361:result := tx.Visitor().VisitEachChild(node) || 365:return tx.Visitor().VisitEachChild(node)
DirectoryExists	direct	14	n	412:directoryExists := r.resolver.host.FS().DirectoryExists(typeRoot) || 480:directoryExists := r.resolver.host.FS().DirectoryExists(typeRoot) || 1034:if !r.resolver.host.FS().DirectoryExists(nodeModulesFolder) {
Realpath	direct	11	n	184:func (fs *callbackFS) Realpath(path string) string { || 198:return fs.base.Realpath(path)
WriteLine	direct	6	n	355:p.writer.WriteLine() || 5478:p.writer.WriteLine() || 5482:p.writer.WriteLine()
UseCaseSensitiveFileNames	direct	19	n	273:UseCaseSensitiveFileNames: w.sys.FS().UseCaseSensitiveFileNames(), || 293:caseSensitive := w.sys.FS().UseCaseSensitiveFileNames() || 379:caseSensitive := w.sys.FS().UseCaseSensitiveFileNames()
AsUnionTypeNode	direct	1	n	1936:typesList := union.AsUnionTypeNode().Types
noop	direct	0	n	
Parameters	direct	2	n	2689:if slices.Index(fn.Parameters(), node) != 0 { || 2752:c.checkSourceElements(node.Parameters()) || 2866:core.Some(node.Parameters(), func(p *ast.Node) bool {
noop	direct	0	n	
UseCaseSensitiveFileNames	direct	19	n	112:excludeMatcher := vfsmatch.NewSpecMatcher(c.validatedExcludeSpecs, comparePathsOptions.CurrentDirectory, vfsma || 132:includeMatcher := vfsmatch.NewSpecMatcher([]string{spec}, comparePathsOptions.CurrentDirectory, vfsmatch.Usage || 144:filePath := tspath.ToPath(fileName, comparePathsOptions.CurrentDirectory, comparePathsOptions.UseCaseSensitive
Visitor	direct	1	n	175:node = tx.Visitor().VisitEachChild(node) || 413:return tx.Visitor().VisitNode(node.Expression) || 696:return tx.Visitor().VisitNode(tx.Factory().NewImportStarHelper(innerExpr))
EmitContext	direct	2	n	100:tx.EmitContext().StartVariableEnvironment() || 156:topLevelStatements = append(topLevelStatements, tx.EmitContext().EndVariableEnvironment()...) || 183:tx.EmitContext().AddEmitHelper(visited, tx.EmitContext().ReadEmitHelpers()...)
FileName	direct	17	y	35:configFilePath = config.ConfigFile.SourceFile.FileName()
Path	direct	8	n	102:hasEmitBlockingDiagnostics     collections.Set[tspath.Path] || 163:func (p *Program) PackageJsonCacheEntries(f func(key tspath.Path, value *packagejson.InfoCacheEntry) bool) { || 169:func (p *Program) GetRedirectTargets(path tspath.Path) []string {
IsImportEqualsDeclaration	direct	0	n	2481:return IsImportEqualsDeclaration(node) && node.AsImportEqualsDeclaration().ModuleReference.Kind != KindExterna || 4089:return IsImportDeclaration(node) || IsImportEqualsDeclaration(node)
Options	direct	5	n	244:supportedExtensionsBase := tsoptions.GetSupportedExtensions(p.Options(), p.CommandLine().ContentMapperExtensio || 245:supportedExtensions := tsoptions.GetSupportedExtensionsWithJsonIfResolveJsonModule(p.Options(), supportedExten || 246:allowNonTsExtensions := p.Options().AllowNonTsExtensions.IsTrue()
mergeCompilerOptions	direct	0	n	1177:mergeCompilerOptions(result.options, extendedConfig.options, extendsRaw) || 1214:ownConfig.options = mergeCompilerOptions(result.options, ownConfig.options, ownConfig.raw) || 1259:mergeCompilerOptions(parsedConfig.options, existingOptions, existingOptionsRaw)
Statements	direct	1	n	986:statements = append(statements, updated.Statements()...)
getSymbolOfDeclaration	direct	3	n	73:func (r *referenceResolver) getSymbolOfDeclaration(declaration *ast.Declaration) *ast.Symbol { || 181:return (n.Kind == ast.KindModuleDeclaration || n.Kind == ast.KindEnumDeclaration) && r.getSymbolOfDeclaration(
getHomomorphicTypeVariable	direct	1	n	8120:return c.isTupleLikeType(t) || c.isGenericMappedType(t) && t.AsMappedType().nameType == nil && c.getHomomorphi || 13762:typeVariable := c.getHomomorphicTypeVariable(t) || 21888:typeVariable := c.getHomomorphicTypeVariable(target)
GetElementAccessExpressionName	direct	2	n	2983:return tx.resolver.GetElementAccessExpressionName(node.AsElementAccessExpression())
GetSymbolAtLocation	direct	2	n	236:if sym := c.GetSymbolAtLocation(resolveNode); sym != nil {
Factory	direct	1	n	46:d := tx.Factory().NewVariableDeclaration( || 47:tx.Factory().NewUniqueNameEx("_jsxFileName", printer.AutoGenerateOptions{ || 52:tx.Factory().NewStringLiteral(tx.currentSourceFile.FileName(), ast.TokenFlagsNone),
Token	direct	1	n	16:token := s.Token() || 672:token := scanner.Token() || 750:tokenKind := scan.Token()
newLogicalAssignmentTransformer	direct	0	n	
FS	direct	24	y	179:caches:          newCaches(host.GetCurrentDirectory(), host.FS().UseCaseSensitiveFileNames(), options), || 203:r.caches = newCaches(host.GetCurrentDirectory(), host.FS().UseCaseSensitiveFileNames(), compilerOptions) || 412:directoryExists := r.resolver.host.FS().DirectoryExists(typeRoot)
NewPropertyAccessExpression	direct	1	n	794:classNameReference := f.NewPropertyAccessExpression(renamedClassThis, nil, f.NewIdentifier("name"), ast.NodeFl || 812:classDescriptorValueRef := f.NewPropertyAccessExpression(ci.classDescriptorName, nil, f.NewIdentifier("value") || 2419:target := f.NewPropertyAccessExpression(assign, nil, pa.Name(), ast.NodeFlagsNone)
Symbol	direct	4	n	104:enumSymbol *ast.Symbol || 187:s *ast.Symbol || 541:resolvedProperties []*ast.Symbol    // Properties occurring in sibling object literals
String	direct	82	n	5398:c.error(moduleSpecifier, diagnostics.Importing_a_JSON_file_into_an_ECMAScript_module_requires_a_type_Colon_jso || 7089:panic("Unhandled case in getDeclarationSpaces: " + node.Kind.String()) || 10703:c.error(name, diagnostics.Class_name_cannot_be_Object_when_targeting_ES5_and_above_with_module_0, c.moduleKind
Ref	direct	1	n	536:session.programCounter.Ref(project.Program)
noop	direct	0	n	
TryGetExtensionFromPath	direct	0	n	1157:if len(tspath.TryGetExtensionFromPath(pattern)) > 0 {
AsElementAccessExpression	direct	1	n	1397:expression = ast.SkipParentheses(node.AsElementAccessExpression().ArgumentExpression) || 1984:elementAccess := expr.AsElementAccessExpression()
Assert	direct	0	n	623:debug.Assert(distance <= bestDistance) // Else `levenshteinWithMax` should return undefined
FS	direct	24	y	179:caches:          newCaches(host.GetCurrentDirectory(), host.FS().UseCaseSensitiveFileNames(), options), || 203:r.caches = newCaches(host.GetCurrentDirectory(), host.FS().UseCaseSensitiveFileNames(), compilerOptions) || 412:directoryExists := r.resolver.host.FS().DirectoryExists(typeRoot)
Text	direct	12	y	829:return valueExpression.Text(), []*ast.Diagnostic{ast.NewDiagnostic(sourceFile, valueExpression.Loc, diagnostic || 831:return valueExpression.Text(), nil || 834:return float64(jsnum.FromString(valueExpression.Text())), nil
Pos	direct	7	n	514:if p.nextListElementPos > 0 && firstChild.Pos() == p.nextListElementPos { || 537:!ast.PositionIsSynthesized(parentNode.Pos()) && || 544:firstChild.Pos(),
addClassStaticThisReferences$1	closure	0	n	
ReportCyclicStructureError	direct	3	n	66:func (this *SymbolTrackerImpl) ReportCyclicStructureError() { || 71:this.inner.ReportCyclicStructureError()
FileExists	direct	23	n	956:if r.resolver.host.FS().FileExists(possibleInputWithInputExtension) { || 1615:if r.resolver.host.FS().FileExists(fileName) { || 1795:if directoryExists && r.resolver.host.FS().FileExists(packageJsonPath) {
EmitContext	direct	2	n	181:tx.modifierVisitor = tx.EmitContext().NewNodeVisitor(tx.visitModifier) || 182:tx.discardedValueVisitor = tx.EmitContext().NewNodeVisitor(tx.visitDiscardedValue) || 183:tx.heritageClauseVisitor = tx.EmitContext().NewNodeVisitor(tx.visitHeritageClause)
AsNode	direct	2	y	162:return p.AsNode() == parseTreeNode || 166:previousSibling = params[paramIdx-1].AsNode() || 284:return node.AsNode()
FileName	direct	17	y	212:sourceFilePath := tspath.GetNormalizedAbsolutePath(sourceFile.FileName(), result.Host.GetCurrentDirectory()) || 216:sourceFileName = sourceFile.FileName()
getTypeFromTypeNode	direct	2	n	677:predicateTypeFromNode := b.ch.getTypeFromTypeNode(tp.Type) || 695:return b.ch.getTypeFromTypeNode(t.AsPseudoTypeDirect().TypeNode)
NewIdentifier	direct	1	n	1064:tx.Factory().NewIdentifier("value"), || 1196:nameNode = tx.Factory().NewIdentifier(nameText) || 1378:className := tx.Factory().NewIdentifier(classExprName.Text())
CreateDiagnosticReporter$1	closure	0	n	
GetPropertiesOfType	direct	1	n	1145:typeChecker.GetPropertiesOfType(typeForObject), || 1503:typeChecker.GetPropertiesOfType(typeChecker.GetTypeOfSymbolAtLocation(t.Symbol(), decl))..., || 1507:baseSymbols = append(baseSymbols, typeChecker.GetPropertiesOfType(t)...)
ProcessResolution	direct	1	n	86:cache.ProcessResolution(resolution.OriginalPath, resolution.ResolvedFileName) || 89:cache.ProcessResolution(resolution.OriginalPath, resolution.ResolvedFileName) || 93:func (cache *KnownSymlinks) ProcessResolution(originalPath string, resolvedFileName string) {
updateBucketAndDirectoryExistence$5	closure	0	n	
GetAliasedSymbol	direct	1	n	110:if resolved := c.GetAliasedSymbol(symbol); resolved != nil && resolved != symbol { || 208:aliasedSymbol := c.GetAliasedSymbol(symbol) || 593:if aliasedSymbol := c.GetAliasedSymbol(symbol); aliasedSymbol != c.GetUnknownSymbol() {
FS	direct	24	y	179:caches:          newCaches(host.GetCurrentDirectory(), host.FS().UseCaseSensitiveFileNames(), options), || 203:r.caches = newCaches(host.GetCurrentDirectory(), host.FS().UseCaseSensitiveFileNames(), compilerOptions) || 412:directoryExists := r.resolver.host.FS().DirectoryExists(typeRoot)
SymbolName	direct	0	n	417:if firstIdentifier.Text() == ast.SymbolName(exportSymbol) {
Symbol	direct	4	n	104:enumSymbol *ast.Symbol || 187:s *ast.Symbol || 541:resolvedProperties []*ast.Symbol    // Properties occurring in sibling object literals
HasDecorators	direct	0	n	750:if node.Kind == ast.KindParameter && ast.HasDecorators(node) {
GetCurrentDirectory	direct	24	n	163:defaultLibraryPath: tspath.GetNormalizedAbsolutePath(opts.Host.DefaultLibraryPath(), opts.Host.GetCurrentDirec || 166:CurrentDirectory:          opts.Host.GetCurrentDirectory(), || 216:return tspath.ToPath(file, p.opts.Host.GetCurrentDirectory(), p.opts.Host.FS().UseCaseSensitiveFileNames())
IsTaggedTemplateExpression	direct	0	n	3649:if IsTaggedTemplateExpression(node) {
FormatNodeGivenIndentation$1	closure	0	n	
ReadFile	direct	18	n	1168:configFileContent, ok := s.projectSession.FS().ReadFile(configFileName) || 1218:configFileContent, ok := s.projectSession.FS().ReadFile(configFileName) || 1248:input, ok := s.projectSession.FS().ReadFile(fileName)
AsNode	direct	2	y	244:if !canUseSourceFile || ast.GetSourceFileOfNode(node) != p.emitContext.MostOriginal(p.currentSourceFile.AsNode || 776:if p.shouldEmitOnSingleLine(body.AsNode()) { || 784:if !ast.NodeIsSynthesized(body.AsNode()) && p.currentSourceFile != nil && !RangeIsOnSingleLine(body.Loc, p.cur
Pos	direct	7	n	28:pos := node.Pos() || 30:if parsed := p.parseJSDocComment(node, comment.Pos(), comment.End(), pos); parsed != nil { || 82:pos := node.Pos()
IsExternalModule	direct	1	n	826:isExternalModuleFile := ast.IsExternalModule(file)
End	direct	6	n	611:end := greatestEnd(lastChild.End(), childrenTextRange) || 616:parentNode.End(), || 653:for ; pos < loc.End(); currentLine++ {
RawWrite	direct	5	y	323:e.writer.RawWrite(core.IfElse(options.NewLine == core.NewLineKindCRLF, "\r\n", "\n"))
End	direct	6	n	505:nodes = appendUint32s(nodes, SyntaxKindNodeList, utf16(nodeList.Pos()), utf16(nodeList.End()), 0, parentIndex, || 538:nodes = appendUint32s(nodes, uint32(node.Kind), utf16(node.Pos()), utf16(node.End()), 0, parentIndex, getNodeD || 569:nodes = appendUint32s(nodes, uint32(rootNode.Kind), utf16(rootNode.Pos()), utf16(rootNode.End()), 0, 0, getNod
isValidPrecedingNode	direct	0	n	413:!isValidPrecedingNode(foundChild, sourceFile) || 464:func isValidPrecedingNode(node *ast.Node, sourceFile *ast.SourceFile) bool { || 509:if isValidPrecedingNode(node, sourceFile) {
hasInternalAnnotation	direct	0	n	191:return hasInternalAnnotation(commentRanges[len(commentRanges)-1], sourceFile) || 197:if hasInternalAnnotation(commentRange, sourceFile) { || 211:func hasInternalAnnotation(commentRange ast.CommentRange, sourceFile *ast.SourceFile) bool {
StatementList	direct	1	n	527:return parent.StatementList() || 540:return parent.StatementList()
hasReturn$1	closure	0	n	
Push$1	closure	0	n	
AsNode	direct	2	y	36:return v.VisitNode(node.AsNode()).AsSourceFile()
propagateSubtreeFacts	direct	26	y	221:func (n *Node) propagateSubtreeFacts() SubtreeFacts       { return n.data.propagateSubtreeFacts() } || 1201:propagateSubtreeFacts() SubtreeFacts || 1243:func (node *NodeDefault) propagateSubtreeFacts() SubtreeFacts {
Assert	direct	0	n	231:debug.Assert(!hasSourceMapText, "Unexpected multiple source map outputs, file: "+fileName) || 235:debug.Assert(!hasOutputText, "Unexpected multiple outputs, file: "+fileName) || 250:debug.Assert(hasOutputText, "Output generation failed")
placeOpenBraceOnNewLineForControlBlocksOption	direct	0	n	86:func placeOpenBraceOnNewLineForControlBlocksOption(options lsutil.FormatCodeSettings) core.Tristate {
GetStartOfNode	direct	0	n	411:start := GetStartOfNode(foundChild, sourceFile, !excludeJSDoc /*includeJSDoc*/) || 468:start := GetStartOfNode(node, sourceFile, false /*includeJSDoc*/) || 473:func GetStartOfNode(node *ast.Node, file *ast.SourceFile, includeJSDoc bool) int {
Get	direct	5	n	249:if cached, ok := r.typeRefDirectiveResolutionCache.Get(cacheKey); ok { || 286:if cached, ok := r.moduleResolutionCache.Get(cacheKey); ok { || 687:} else if dot, ok := packageInfo.Contents.Exports.AsObject().Get("."); ok {
Push	direct	2	n	284:defer p.opts.Tracing.Push(tracing.PhaseProgram, "createProgram", map[string]any{"configFilePath": opts.Config. || 560:defer p.opts.Tracing.Push(tracing.PhaseBind, "bindSourceFile", map[string]any{"path": string(file.Path())}, tr || 1798:defer tr.Push(tracing.PhaseEmit, "emit", nil, true)()
NewCompilerDiagnostic	direct	0	n	229:t.result.reportStatus(ast.NewCompilerDiagnostic(diagnostics.Building_project_0, orchestrator.relativeFileName( || 305:t.result.reportStatus(ast.NewCompilerDiagnostic(diagnostics.Project_0_is_up_to_date, t.config)) || 311:t.result.reportStatus(ast.NewCompilerDiagnostic(
emitDetachedComments$1	closure	0	n	
