build.rs	main	build.rs	set_git_revision_hash
crates/globset/src/lib.rs	new_regex_set	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/meta/regex.rs	syntax
crates/globset/src/lib.rs	new_regex_set	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/meta/regex.rs	utf8_empty
crates/globset/src/lib.rs	new_regex_set	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/util/syntax.rs	dot_matches_new_line
crates/globset/src/lib.rs	new_regex_set	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/util/syntax.rs	new
crates/globset/src/lib.rs	new_regex_set	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/util/syntax.rs	utf8
crates/globset/src/lib.rs	new_regex_set	crates/globset/src/lib.rs	Regex
crates/globset/src/lib.rs	prefix	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/aho-corasick-1.1.5/src/ahocorasick.rs	new
crates/globset/src/lib.rs	regex_set	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/util/pool.rs	new
crates/globset/src/lib.rs	regex_set	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/util/search.rs	new
crates/globset/src/lib.rs	suffix	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/aho-corasick-1.1.5/src/ahocorasick.rs	new
crates/grep/examples/simplegrep.rs	main	crates/grep/examples/simplegrep.rs	try_main
crates/grep/examples/simplegrep.rs	search	crates/cli/src/wtr.rs	stdout
crates/grep/examples/simplegrep.rs	search	crates/printer/src/color.rs	default_with_color
crates/grep/examples/simplegrep.rs	search	crates/printer/src/standard.rs	build
crates/grep/examples/simplegrep.rs	search	crates/printer/src/standard.rs	color_specs
crates/grep/examples/simplegrep.rs	search	crates/printer/src/standard.rs	new
crates/grep/examples/simplegrep.rs	search	crates/searcher/src/searcher/mod.rs	binary_detection
crates/grep/examples/simplegrep.rs	search	crates/searcher/src/searcher/mod.rs	build
crates/grep/examples/simplegrep.rs	search	crates/searcher/src/searcher/mod.rs	line_number
crates/grep/examples/simplegrep.rs	search	crates/searcher/src/searcher/mod.rs	new
crates/grep/examples/simplegrep.rs	search	crates/searcher/src/searcher/mod.rs	quit
crates/grep/examples/simplegrep.rs	try_main	crates/grep/examples/simplegrep.rs	search
crates/ignore/examples/walk.rs	main	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/crossbeam-channel-0.5.16/src/channel.rs	bounded
crates/ignore/examples/walk.rs	main	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/lib.rs	new
crates/ignore/examples/walk.rs	main	crates/ignore/examples/walk.rs	Y
crates/ignore/examples/walk.rs	main	crates/ignore/src/walk.rs	build
crates/ignore/examples/walk.rs	main	crates/ignore/src/walk.rs	build_parallel
crates/ignore/examples/walk.rs	main	crates/ignore/src/walk.rs	new
crates/ignore/examples/walk.rs	main	crates/ignore/src/walk.rs	run
crates/ignore/examples/walk.rs	main	crates/ignore/src/walk.rs	threads
crates/ignore/examples/walk.rs	path	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/dent.rs	path
crates/ignore/examples/walk.rs	path	crates/ignore/src/walk.rs	path
crates/ignore/src/dir.rs	add_child	crates/ignore/src/dir.rs	add_child_path
crates/ignore/src/dir.rs	add_child_path	crates/ignore/src/dir.rs	add_child_path_with_found_ignore_files
crates/ignore/src/dir.rs	add_child_path_with_found_ignore_files	crates/ignore/src/dir.rs	create_gitignore
crates/ignore/src/dir.rs	add_child_path_with_found_ignore_files	crates/ignore/src/dir.rs	resolve_git_commondir
crates/ignore/src/dir.rs	add_child_path_with_found_ignore_files	crates/ignore/src/gitignore.rs	empty
crates/ignore/src/dir.rs	add_child_with_entries	crates/ignore/src/dir.rs	add_child_path_with_found_ignore_files
crates/ignore/src/dir.rs	add_child_with_entries	crates/ignore/src/dir.rs	collect_ignore_files
crates/ignore/src/dir.rs	add_parents	crates/ignore/src/dir.rs	is_root
crates/ignore/src/dir.rs	build	crates/ignore/src/dir.rs	build_with_cwd
crates/ignore/src/dir.rs	build_with_cwd	crates/ignore/src/gitignore.rs	build_global
crates/ignore/src/dir.rs	build_with_cwd	crates/ignore/src/gitignore.rs	case_insensitive
crates/ignore/src/dir.rs	build_with_cwd	crates/ignore/src/gitignore.rs	empty
crates/ignore/src/dir.rs	build_with_cwd	crates/ignore/src/gitignore.rs	new
crates/ignore/src/dir.rs	create_gitignore	crates/ignore/src/gitignore.rs	build
crates/ignore/src/dir.rs	create_gitignore	crates/ignore/src/gitignore.rs	case_insensitive
crates/ignore/src/dir.rs	create_gitignore	crates/ignore/src/gitignore.rs	new
crates/ignore/src/dir.rs	gitignore	crates/ignore/src/dir.rs	Gitignore
crates/ignore/src/dir.rs	gitignore	crates/ignore/src/dir.rs	IgnoreMatch
crates/ignore/src/dir.rs	hidden	crates/ignore/src/dir.rs	IgnoreMatch
crates/ignore/src/dir.rs	matched	crates/ignore/src/dir.rs	has_any_ignore_rules
crates/ignore/src/dir.rs	matched	crates/ignore/src/dir.rs	matched_ignore
crates/ignore/src/dir.rs	matched	crates/ignore/src/lib.rs	is_ignore
crates/ignore/src/dir.rs	matched	crates/ignore/src/lib.rs	is_whitelist
crates/ignore/src/dir.rs	matched	crates/ignore/src/pathutil.rs	strip_prefix
crates/ignore/src/dir.rs	matched_dir_entry	crates/ignore/src/dir.rs	hidden
crates/ignore/src/dir.rs	matched_dir_entry	crates/ignore/src/dir.rs	matched
crates/ignore/src/dir.rs	matched_dir_entry	crates/ignore/src/lib.rs	Ignore
crates/ignore/src/dir.rs	matched_dir_entry	crates/ignore/src/lib.rs	is_none
crates/ignore/src/dir.rs	matched_dir_entry	crates/ignore/src/pathutil.rs	is_hidden_entry
crates/ignore/src/dir.rs	matched_dir_entry	crates/ignore/src/walk.rs	is_dir
crates/ignore/src/dir.rs	matched_dir_entry	crates/ignore/src/walk.rs	path
crates/ignore/src/dir.rs	matched_ignore	crates/ignore/src/dir.rs	absolute_base
crates/ignore/src/dir.rs	matched_ignore	crates/ignore/src/dir.rs	parents
crates/ignore/src/dir.rs	matched_ignore	crates/ignore/src/dir.rs	strip_if_is_prefix
crates/ignore/src/dir.rs	matched_ignore	crates/ignore/src/lib.rs	or
crates/ignore/src/dir.rs	new	crates/ignore/src/overrides.rs	empty
crates/ignore/src/dir.rs	new	crates/ignore/src/types.rs	empty
crates/ignore/src/dir.rs	overrides	crates/ignore/src/dir.rs	IgnoreMatch
crates/ignore/src/dir.rs	overrides	crates/ignore/src/dir.rs	Override
crates/ignore/src/dir.rs	parents	crates/ignore/src/dir.rs	Parents
crates/ignore/src/dir.rs	resolve_git_commondir	crates/ignore/src/lib.rs	Io
crates/ignore/src/dir.rs	resolve_git_commondir	crates/ignore/src/lib.rs	with_path
crates/ignore/src/dir.rs	strip_if_is_prefix	crates/ignore/src/pathutil.rs	strip_prefix
crates/ignore/src/dir.rs	types	crates/ignore/src/dir.rs	IgnoreMatch
crates/ignore/src/dir.rs	types	crates/ignore/src/dir.rs	Types
crates/ignore/src/gitignore.rs	add	crates/ignore/src/lib.rs	Io
crates/ignore/src/gitignore.rs	add	crates/ignore/src/lib.rs	with_path
crates/ignore/src/gitignore.rs	add_line	crates/globset/src/lib.rs	add
crates/ignore/src/gitignore.rs	add_line	crates/ignore/src/gitignore.rs	has_doublestar_prefix
crates/ignore/src/gitignore.rs	build	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/util/pool.rs	with_available_parallelism_capacity
crates/ignore/src/gitignore.rs	build_global	crates/ignore/src/gitignore.rs	add
crates/ignore/src/gitignore.rs	build_global	crates/ignore/src/gitignore.rs	build
crates/ignore/src/gitignore.rs	build_global	crates/ignore/src/gitignore.rs	empty
crates/ignore/src/gitignore.rs	build_global	crates/ignore/src/gitignore.rs	gitconfig_excludes_path
crates/ignore/src/gitignore.rs	empty	crates/globset/src/lib.rs	empty
crates/ignore/src/gitignore.rs	excludes_file_default	crates/ignore/src/gitignore.rs	home_dir
crates/ignore/src/gitignore.rs	expand_tilde	crates/ignore/src/gitignore.rs	home_dir
crates/ignore/src/gitignore.rs	gitconfig_excludes_path	crates/ignore/src/gitignore.rs	gitconfig_global_env_contents
crates/ignore/src/gitignore.rs	gitconfig_excludes_path	crates/ignore/src/gitignore.rs	gitconfig_home_contents
crates/ignore/src/gitignore.rs	gitconfig_excludes_path	crates/ignore/src/gitignore.rs	gitconfig_system_contents
crates/ignore/src/gitignore.rs	gitconfig_excludes_path	crates/ignore/src/gitignore.rs	gitconfig_xdg_contents
crates/ignore/src/gitignore.rs	gitconfig_excludes_path	crates/ignore/src/gitignore.rs	parse_excludes_file
crates/ignore/src/gitignore.rs	global	crates/ignore/src/gitignore.rs	build_global
crates/ignore/src/gitignore.rs	global	crates/ignore/src/gitignore.rs	empty
crates/ignore/src/gitignore.rs	global	crates/ignore/src/gitignore.rs	new
crates/ignore/src/gitignore.rs	is_empty	crates/globset/src/lib.rs	is_empty
crates/ignore/src/gitignore.rs	len	crates/globset/src/lib.rs	len
crates/ignore/src/gitignore.rs	matched	crates/ignore/src/gitignore.rs	is_empty
crates/ignore/src/gitignore.rs	matched	crates/ignore/src/gitignore.rs	matched_stripped
crates/ignore/src/gitignore.rs	matched	crates/ignore/src/gitignore.rs	strip
crates/ignore/src/gitignore.rs	matched_path_or_any_parents	crates/ignore/src/gitignore.rs	is_empty
crates/ignore/src/gitignore.rs	matched_path_or_any_parents	crates/ignore/src/gitignore.rs	matched_stripped
crates/ignore/src/gitignore.rs	matched_path_or_any_parents	crates/ignore/src/gitignore.rs	strip
crates/ignore/src/gitignore.rs	matched_stripped	crates/globset/src/lib.rs	matches_candidate_into
crates/ignore/src/gitignore.rs	matched_stripped	crates/globset/src/lib.rs	new
crates/ignore/src/gitignore.rs	matched_stripped	crates/ignore/src/gitignore.rs	is_empty
crates/ignore/src/gitignore.rs	new	crates/globset/src/lib.rs	new
crates/ignore/src/gitignore.rs	new	crates/ignore/src/gitignore.rs	add
crates/ignore/src/gitignore.rs	new	crates/ignore/src/gitignore.rs	build
crates/ignore/src/gitignore.rs	new	crates/ignore/src/gitignore.rs	empty
crates/ignore/src/gitignore.rs	new	crates/ignore/src/gitignore.rs	new
crates/ignore/src/gitignore.rs	new	crates/ignore/src/pathutil.rs	strip_prefix
crates/ignore/src/gitignore.rs	parse_excludes_file	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/meta/regex.rs	build
crates/ignore/src/gitignore.rs	parse_excludes_file	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/meta/regex.rs	builder
crates/ignore/src/gitignore.rs	parse_excludes_file	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/meta/regex.rs	config
crates/ignore/src/gitignore.rs	parse_excludes_file	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/meta/regex.rs	configure
crates/ignore/src/gitignore.rs	parse_excludes_file	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/meta/regex.rs	syntax
crates/ignore/src/gitignore.rs	parse_excludes_file	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/meta/regex.rs	utf8_empty
crates/ignore/src/gitignore.rs	parse_excludes_file	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/util/syntax.rs	new
crates/ignore/src/gitignore.rs	parse_excludes_file	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/util/syntax.rs	utf8
crates/ignore/src/gitignore.rs	parse_excludes_file	crates/ignore/src/gitignore.rs	expand_tilde
crates/ignore/src/gitignore.rs	strip	crates/ignore/src/pathutil.rs	is_file_name
crates/ignore/src/gitignore.rs	strip	crates/ignore/src/pathutil.rs	strip_prefix
crates/ignore/src/incremental.rs	from_match	crates/ignore/src/lib.rs	is_ignore
crates/ignore/src/incremental.rs	ignore	crates/ignore/src/lib.rs	Ignore
crates/ignore/src/incremental.rs	invert	crates/ignore/src/lib.rs	invert
crates/ignore/src/incremental.rs	is_ignore	crates/ignore/src/lib.rs	is_ignore
crates/ignore/src/incremental.rs	is_none	crates/ignore/src/lib.rs	is_none
crates/ignore/src/incremental.rs	is_whitelist	crates/ignore/src/lib.rs	is_whitelist
crates/ignore/src/incremental.rs	match_path	crates/ignore/src/dir.rs	matched
crates/ignore/src/incremental.rs	match_path	crates/ignore/src/incremental.rs	from_match
crates/ignore/src/incremental.rs	match_path	crates/ignore/src/incremental.rs	ignore
crates/ignore/src/incremental.rs	match_path	crates/ignore/src/incremental.rs	is_none
crates/ignore/src/incremental.rs	match_path	crates/ignore/src/lib.rs	map
crates/ignore/src/incremental.rs	match_path	crates/ignore/src/pathutil.rs	is_hidden_path
crates/ignore/src/incremental.rs	matched	crates/ignore/src/incremental.rs	matched_with_errors
crates/ignore/src/incremental.rs	matched_with_errors	crates/ignore/src/incremental.rs	matched_with_errors_impl
crates/ignore/src/incremental.rs	matched_with_errors	crates/ignore/src/lib.rs	into_error_option
crates/ignore/src/incremental.rs	matched_with_errors_ignore	crates/ignore/src/incremental.rs	Allowed
crates/ignore/src/incremental.rs	matched_with_errors_ignore	crates/ignore/src/incremental.rs	ignore
crates/ignore/src/incremental.rs	matched_with_errors_ignore	crates/ignore/src/incremental.rs	match_path
crates/ignore/src/incremental.rs	matched_with_errors_ignore	crates/ignore/src/lib.rs	maybe_push
crates/ignore/src/incremental.rs	matched_with_errors_ignore	crates/ignore/src/pathutil.rs	is_hidden_path
crates/ignore/src/incremental.rs	matched_with_errors_impl	crates/ignore/src/incremental.rs	ignore
crates/ignore/src/incremental.rs	matched_with_errors_impl	crates/ignore/src/incremental.rs	matched_with_errors_ignore
crates/ignore/src/incremental.rs	matched_with_errors_impl	crates/ignore/src/incremental.rs	none
crates/ignore/src/incremental.rs	matched_with_errors_impl	crates/ignore/src/incremental.rs	not_within_depth
crates/ignore/src/incremental.rs	matched_with_errors_impl	crates/ignore/src/incremental.rs	root
crates/ignore/src/incremental.rs	matched_with_errors_impl	crates/ignore/src/lib.rs	push
crates/ignore/src/incremental.rs	new	crates/ignore/src/incremental.rs	Unloaded
crates/ignore/src/incremental.rs	root_ignore	crates/ignore/src/incremental.rs	Loaded
crates/ignore/src/incremental.rs	root_ignore	crates/ignore/src/lib.rs	maybe_push
crates/ignore/src/lib.rs	clone	crates/ignore/src/lib.rs	Io
crates/ignore/src/lib.rs	clone	crates/ignore/src/lib.rs	Partial
crates/ignore/src/lib.rs	clone	crates/ignore/src/lib.rs	UnrecognizedFileType
crates/ignore/src/lib.rs	from	crates/ignore/src/lib.rs	Io
crates/ignore/src/lib.rs	from_walkdir	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/error.rs	depth
crates/ignore/src/lib.rs	from_walkdir	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/error.rs	loop_ancestor
crates/ignore/src/lib.rs	from_walkdir	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/error.rs	path
crates/ignore/src/lib.rs	from_walkdir	crates/ignore/src/lib.rs	Io
crates/ignore/src/lib.rs	into_error_option	crates/ignore/src/lib.rs	Partial
crates/ignore/src/lib.rs	invert	crates/ignore/src/lib.rs	Ignore
crates/ignore/src/lib.rs	invert	crates/ignore/src/lib.rs	Whitelist
crates/ignore/src/lib.rs	map	crates/ignore/src/lib.rs	Ignore
crates/ignore/src/lib.rs	map	crates/ignore/src/lib.rs	Whitelist
crates/ignore/src/lib.rs	maybe_push	crates/ignore/src/lib.rs	push
crates/ignore/src/lib.rs	maybe_push_ignore_io	crates/ignore/src/lib.rs	push_ignore_io
crates/ignore/src/lib.rs	or	crates/ignore/src/lib.rs	is_none
crates/ignore/src/lib.rs	push_ignore_io	crates/ignore/src/lib.rs	is_io
crates/ignore/src/lib.rs	push_ignore_io	crates/ignore/src/lib.rs	push
crates/ignore/src/lib.rs	tagged	crates/ignore/src/lib.rs	with_path
crates/ignore/src/overrides.rs	allow_unclosed_class	crates/ignore/src/gitignore.rs	allow_unclosed_class
crates/ignore/src/overrides.rs	build	crates/ignore/src/overrides.rs	Override
crates/ignore/src/overrides.rs	empty	crates/ignore/src/gitignore.rs	empty
crates/ignore/src/overrides.rs	empty	crates/ignore/src/overrides.rs	Override
crates/ignore/src/overrides.rs	is_empty	crates/ignore/src/gitignore.rs	is_empty
crates/ignore/src/overrides.rs	matched	crates/ignore/src/gitignore.rs	matched
crates/ignore/src/overrides.rs	matched	crates/ignore/src/lib.rs	Ignore
crates/ignore/src/overrides.rs	matched	crates/ignore/src/lib.rs	invert
crates/ignore/src/overrides.rs	matched	crates/ignore/src/lib.rs	is_none
crates/ignore/src/overrides.rs	matched	crates/ignore/src/lib.rs	map
crates/ignore/src/overrides.rs	matched	crates/ignore/src/overrides.rs	Glob
crates/ignore/src/overrides.rs	matched	crates/ignore/src/overrides.rs	Matched
crates/ignore/src/overrides.rs	matched	crates/ignore/src/overrides.rs	is_empty
crates/ignore/src/overrides.rs	matched	crates/ignore/src/overrides.rs	num_whitelists
crates/ignore/src/overrides.rs	matched	crates/ignore/src/overrides.rs	unmatched
crates/ignore/src/overrides.rs	new	crates/ignore/src/gitignore.rs	allow_unclosed_class
crates/ignore/src/overrides.rs	new	crates/ignore/src/gitignore.rs	new
crates/ignore/src/overrides.rs	num_ignores	crates/ignore/src/gitignore.rs	num_whitelists
crates/ignore/src/overrides.rs	num_whitelists	crates/ignore/src/gitignore.rs	num_ignores
crates/ignore/src/overrides.rs	path	crates/ignore/src/gitignore.rs	path
crates/ignore/src/overrides.rs	unmatched	crates/ignore/src/overrides.rs	Glob
crates/ignore/src/pathutil.rs	file_name	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/memchr-2.8.3/src/memchr.rs	memrchr
crates/ignore/src/pathutil.rs	file_name	crates/ignore/src/pathutil.rs	imp
crates/ignore/src/pathutil.rs	imp	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/memchr-2.8.3/src/memchr.rs	memrchr
crates/ignore/src/pathutil.rs	imp	crates/ignore/src/pathutil.rs	is_hidden_path_only
crates/ignore/src/pathutil.rs	imp	crates/ignore/src/walk.rs	path
crates/ignore/src/pathutil.rs	is_file_name	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/memchr-2.8.3/src/memchr.rs	memchr
crates/ignore/src/pathutil.rs	is_hidden_entry	crates/ignore/src/pathutil.rs	imp
crates/ignore/src/pathutil.rs	is_hidden_entry	crates/ignore/src/pathutil.rs	is_hidden_path_only
crates/ignore/src/pathutil.rs	is_hidden_entry	crates/ignore/src/walk.rs	path
crates/ignore/src/pathutil.rs	is_hidden_path	crates/ignore/src/pathutil.rs	imp
crates/ignore/src/pathutil.rs	is_hidden_path	crates/ignore/src/pathutil.rs	is_hidden_path_only
crates/ignore/src/pathutil.rs	is_hidden_path_only	crates/ignore/src/pathutil.rs	file_name
crates/ignore/src/pathutil.rs	strip_prefix	crates/ignore/src/pathutil.rs	imp
crates/ignore/src/types.rs	add_def	crates/ignore/src/types.rs	add
crates/ignore/src/types.rs	build	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/util/pool.rs	with_available_parallelism_capacity
crates/ignore/src/types.rs	build	crates/globset/src/lib.rs	new
crates/ignore/src/types.rs	build	crates/ignore/src/types.rs	definitions
crates/ignore/src/types.rs	empty	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-automata-0.4.18/src/util/pool.rs	with_available_parallelism_capacity
crates/ignore/src/types.rs	empty	crates/globset/src/lib.rs	build
crates/ignore/src/types.rs	empty	crates/globset/src/lib.rs	new
crates/ignore/src/types.rs	map	crates/ignore/src/types.rs	Negate
crates/ignore/src/types.rs	map	crates/ignore/src/types.rs	Select
crates/ignore/src/types.rs	matched	crates/globset/src/lib.rs	is_empty
crates/ignore/src/types.rs	matched	crates/globset/src/lib.rs	matches_into
crates/ignore/src/types.rs	matched	crates/ignore/src/lib.rs	Ignore
crates/ignore/src/types.rs	matched	crates/ignore/src/lib.rs	Whitelist
crates/ignore/src/types.rs	matched	crates/ignore/src/pathutil.rs	file_name
crates/ignore/src/types.rs	matched	crates/ignore/src/types.rs	Glob
crates/ignore/src/types.rs	matched	crates/ignore/src/types.rs	unmatched
crates/ignore/src/types.rs	negate	crates/ignore/src/types.rs	Negate
crates/ignore/src/types.rs	select	crates/ignore/src/types.rs	Select
crates/ignore/src/types.rs	unmatched	crates/ignore/src/types.rs	Glob
crates/ignore/src/walk.rs	add_custom_ignore_filename	crates/ignore/src/dir.rs	add_custom_ignore_filename
crates/ignore/src/walk.rs	add_ignore	crates/ignore/src/dir.rs	add_child
crates/ignore/src/walk.rs	add_ignore	crates/ignore/src/dir.rs	add_ignore
crates/ignore/src/walk.rs	add_ignore	crates/ignore/src/gitignore.rs	add
crates/ignore/src/walk.rs	add_ignore	crates/ignore/src/gitignore.rs	build
crates/ignore/src/walk.rs	add_ignore	crates/ignore/src/gitignore.rs	new
crates/ignore/src/walk.rs	add_ignore	crates/ignore/src/walk.rs	get_or_set_current_dir
crates/ignore/src/walk.rs	add_ignore	crates/ignore/src/walk.rs	path
crates/ignore/src/walk.rs	add_parents	crates/ignore/src/dir.rs	add_parents
crates/ignore/src/walk.rs	add_parents	crates/ignore/src/walk.rs	depth
crates/ignore/src/walk.rs	add_parents	crates/ignore/src/walk.rs	path
crates/ignore/src/walk.rs	build	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/lib.rs	follow_links
crates/ignore/src/walk.rs	build	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/lib.rs	max_depth
crates/ignore/src/walk.rs	build	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/lib.rs	min_depth
crates/ignore/src/walk.rs	build	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/lib.rs	new
crates/ignore/src/walk.rs	build	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/lib.rs	same_file_system
crates/ignore/src/walk.rs	build	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/lib.rs	sort_by
crates/ignore/src/walk.rs	build	crates/ignore/src/walk.rs	build
crates/ignore/src/walk.rs	build	crates/ignore/src/walk.rs	build_ignore
crates/ignore/src/walk.rs	build_ignore	crates/ignore/src/dir.rs	build
crates/ignore/src/walk.rs	build_ignore	crates/ignore/src/dir.rs	build_with_cwd
crates/ignore/src/walk.rs	build_ignore	crates/ignore/src/walk.rs	get_or_set_current_dir
crates/ignore/src/walk.rs	build_matchers	crates/ignore/src/dir.rs	is_hidden
crates/ignore/src/walk.rs	build_matchers	crates/ignore/src/incremental.rs	new
crates/ignore/src/walk.rs	build_matchers	crates/ignore/src/walk.rs	build_ignore
crates/ignore/src/walk.rs	build_parallel	crates/ignore/src/walk.rs	build_ignore
crates/ignore/src/walk.rs	current_dir	crates/ignore/src/dir.rs	current_dir
crates/ignore/src/walk.rs	depth	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/dent.rs	depth
crates/ignore/src/walk.rs	depth	crates/ignore/src/walk.rs	depth
crates/ignore/src/walk.rs	drop	crates/ignore/src/walk.rs	quit_now
crates/ignore/src/walk.rs	empty	crates/ignore/src/dir.rs	new
crates/ignore/src/walk.rs	file_name	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/dent.rs	file_name
crates/ignore/src/walk.rs	file_name	crates/ignore/src/walk.rs	file_name
crates/ignore/src/walk.rs	file_type	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/dent.rs	file_type
crates/ignore/src/walk.rs	file_type	crates/ignore/src/walk.rs	file_type
crates/ignore/src/walk.rs	filter_entry	crates/ignore/src/walk.rs	Filter
crates/ignore/src/walk.rs	from_entry	crates/ignore/src/walk.rs	from_entry_os
crates/ignore/src/walk.rs	from_iter	crates/ignore/src/walk.rs	build
crates/ignore/src/walk.rs	from_iter	crates/ignore/src/walk.rs	empty
crates/ignore/src/walk.rs	from_iter	crates/ignore/src/walk.rs	from_iter
crates/ignore/src/walk.rs	generate_work	crates/ignore/src/walk.rs	check_symlink_loop
crates/ignore/src/walk.rs	generate_work	crates/ignore/src/walk.rs	file_type
crates/ignore/src/walk.rs	generate_work	crates/ignore/src/walk.rs	from_entry
crates/ignore/src/walk.rs	generate_work	crates/ignore/src/walk.rs	from_path
crates/ignore/src/walk.rs	generate_work	crates/ignore/src/walk.rs	is_dir
crates/ignore/src/walk.rs	generate_work	crates/ignore/src/walk.rs	metadata
crates/ignore/src/walk.rs	generate_work	crates/ignore/src/walk.rs	new_raw
crates/ignore/src/walk.rs	generate_work	crates/ignore/src/walk.rs	path
crates/ignore/src/walk.rs	generate_work	crates/ignore/src/walk.rs	path_equals
crates/ignore/src/walk.rs	generate_work	crates/ignore/src/walk.rs	send
crates/ignore/src/walk.rs	generate_work	crates/ignore/src/walk.rs	should_skip_entry
crates/ignore/src/walk.rs	generate_work	crates/ignore/src/walk.rs	skip_filesize
crates/ignore/src/walk.rs	get_work	crates/ignore/src/walk.rs	activate_worker
crates/ignore/src/walk.rs	get_work	crates/ignore/src/walk.rs	deactivate_worker
crates/ignore/src/walk.rs	get_work	crates/ignore/src/walk.rs	is_quit_now
crates/ignore/src/walk.rs	get_work	crates/ignore/src/walk.rs	recv
crates/ignore/src/walk.rs	get_work	crates/ignore/src/walk.rs	send_quit
crates/ignore/src/walk.rs	git_exclude	crates/ignore/src/dir.rs	git_exclude
crates/ignore/src/walk.rs	git_global	crates/ignore/src/dir.rs	git_global
crates/ignore/src/walk.rs	git_ignore	crates/ignore/src/dir.rs	git_ignore
crates/ignore/src/walk.rs	hidden	crates/ignore/src/dir.rs	hidden
crates/ignore/src/walk.rs	ignore	crates/ignore/src/dir.rs	ignore
crates/ignore/src/walk.rs	ignore_case_insensitive	crates/ignore/src/dir.rs	ignore_case_insensitive
crates/ignore/src/walk.rs	ino	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/dent.rs	ino
crates/ignore/src/walk.rs	ino	crates/ignore/src/walk.rs	ino
crates/ignore/src/walk.rs	into_path	/Users/chrishafley/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/walkdir-2.5.0/src/dent.rs	into_path
crates/ignore/src/walk.rs	into_path	crates/ignore/src/walk.rs	into_path
