cmd/tsgo/sys.go	childProcess	internal/contentmapper/hostimpl.go	processExitState
internal/api/proto.go	IsTypeAssignableToParams	internal/api/proto.go	ProjectID
internal/api/proto.go	IsTypeAssignableToParams	internal/api/proto.go	SnapshotID
internal/api/proto.go	IsTypeAssignableToParams	internal/api/proto.go	TypeID
internal/api/proto.go	ParseConfigFileParams	internal/api/proto.go	DocumentIdentifier
internal/api/proto.go	ParseJsonConfigFileContentParams	internal/api/proto.go	DocumentIdentifier
internal/api/proto.go	ParseJsonConfigFileContentParams	internal/packagejson/jsonvalue.go	JSONValue
internal/api/proto.go	ProjectFileChanges	internal/tspath/path.go	Path
internal/api/proto.go	ProjectResponse	internal/api/proto.go	ConfigFileResponse
internal/api/proto.go	ProjectResponse	internal/api/proto.go	ProjectID
internal/api/proto.go	ProjectResponse	internal/core/compileroptions.go	CompilerOptions
internal/api/proto.go	ReadConfigFileParams	internal/api/proto.go	DocumentIdentifier
internal/api/proto.go	ReadConfigFileResponse	internal/api/proto.go	DiagnosticResponse
internal/api/proto.go	ReferencedSymbolEntry	internal/api/proto.go	NodeHandle
internal/api/proto.go	ReferencedSymbolEntry	internal/api/proto.go	SymbolResponse
internal/api/proto.go	ReleaseParams	internal/api/proto.go	SnapshotID
internal/api/proto.go	ResolveNameParams	internal/api/proto.go	DocumentIdentifier
internal/api/proto.go	ResolveNameParams	internal/api/proto.go	NodeHandle
internal/api/proto.go	ResolveNameParams	internal/api/proto.go	ProjectID
internal/api/proto.go	ResolveNameParams	internal/api/proto.go	SnapshotID
internal/api/proto.go	SelectedFilesEmitParams	internal/api/proto.go	DocumentIdentifier
internal/api/proto.go	SelectedFilesEmitParams	internal/api/proto.go	ProjectID
internal/api/proto.go	SelectedFilesEmitParams	internal/api/proto.go	SnapshotID
internal/api/proto.go	SignatureResponse	internal/api/proto.go	NodeHandle
internal/api/proto.go	SignatureResponse	internal/api/proto.go	SignatureID
internal/api/proto.go	SignatureResponse	internal/api/proto.go	SymbolID
internal/api/proto.go	SignatureResponse	internal/api/proto.go	TypeID
internal/api/proto.go	SignatureToSignatureDeclarationParams	internal/api/proto.go	NodeHandle
internal/api/proto.go	SignatureToSignatureDeclarationParams	internal/api/proto.go	ProjectID
internal/api/proto.go	SignatureToSignatureDeclarationParams	internal/api/proto.go	SignatureID
internal/api/proto.go	SignatureToSignatureDeclarationParams	internal/api/proto.go	SnapshotID
internal/api/proto.go	SignatureUsageResponse	internal/api/proto.go	NodeHandle
internal/api/proto.go	SnapshotChanges	internal/api/proto.go	ProjectFileChanges
internal/api/proto.go	SnapshotChanges	internal/api/proto.go	ProjectID
internal/api/proto.go	SourceFileMetadata	internal/core/compileroptions.go	ResolutionMode
internal/api/proto.go	SymbolResponse	internal/api/proto.go	NodeHandle
internal/api/proto.go	SymbolResponse	internal/api/proto.go	ProjectID
internal/api/proto.go	SymbolResponse	internal/api/proto.go	SymbolID
internal/api/proto.go	TranspileFromFileParams	internal/api/proto.go	TranspileOptions
internal/api/proto.go	TranspileOptions	internal/core/compileroptions.go	CompilerOptions
internal/api/proto.go	TranspileOutputResponse	internal/api/proto.go	DiagnosticResponse
internal/api/proto.go	TranspileParams	internal/api/proto.go	TranspileOptions
internal/api/proto.go	TypePredicateResponse	internal/api/proto.go	TypeResponse
internal/api/proto.go	TypeResponse	internal/api/proto.go	SymbolID
internal/api/proto.go	TypeResponse	internal/api/proto.go	TypeID
internal/api/proto.go	TypeResponse	internal/checker/types.go	ElementFlags
internal/api/proto.go	TypeToTypeNodeParams	internal/api/proto.go	NodeHandle
internal/api/proto.go	TypeToTypeNodeParams	internal/api/proto.go	ProjectID
internal/api/proto.go	TypeToTypeNodeParams	internal/api/proto.go	SnapshotID
internal/api/proto.go	TypeToTypeNodeParams	internal/api/proto.go	TypeID
internal/api/proto.go	UpdateSnapshotParams	internal/api/proto.go	APIFileChanges
internal/api/proto.go	UpdateSnapshotParams	internal/api/proto.go	DocumentIdentifier
internal/api/proto.go	UpdateSnapshotResponse	internal/api/proto.go	ProjectResponse
internal/api/proto.go	UpdateSnapshotResponse	internal/api/proto.go	SnapshotChanges
internal/api/proto.go	UpdateSnapshotResponse	internal/api/proto.go	SnapshotID
internal/api/proto.go	UpdateTemporarySnapshotParams	internal/api/proto.go	DocumentIdentifier
internal/api/proto.go	UpdateTemporarySnapshotParams	internal/api/proto.go	SnapshotID
internal/api/proto.go	WellKnownSignaturesResponse	internal/api/proto.go	SignatureID
internal/api/proto.go	WellKnownSymbolsResponse	internal/api/proto.go	SymbolID
internal/api/protocol_msgpack.go	MessagePackProtocol	internal/ipc/protocol.go	Protocol
internal/api/protocol_msgpack.go	MessageType	internal/glob/glob.go	element
internal/api/server.go	StdioServer	internal/api/server.go	StdioServerOptions
internal/api/server.go	StdioServerOptions	internal/contentmapper/hostimpl.go	Spawner
internal/api/session.go	Session	internal/api/proto.go	SnapshotID
internal/api/session.go	Session	internal/api/session.go	snapshotData
internal/api/session.go	Session	internal/collections/set.go	Set
internal/api/session.go	Session	internal/ipc/conn.go	Handler
internal/api/session.go	Session	internal/pprof/pprof.go	CPUProfiler
internal/api/session.go	Session	internal/project/session.go	Session
internal/api/session.go	Session	internal/tspath/path.go	Path
internal/api/session.go	checkerSetup	internal/api/proto.go	ProjectID
internal/api/session.go	checkerSetup	internal/api/session.go	snapshotData
internal/api/session.go	checkerSetup	internal/checker/checker.go	Checker
internal/api/session.go	checkerSetup	internal/compiler/program.go	Program
internal/api/session.go	projectRegistryData	internal/api/proto.go	SignatureID
internal/api/session.go	projectRegistryData	internal/api/proto.go	TypeID
internal/api/session.go	projectRegistryData	internal/checker/types.go	Signature
internal/api/session.go	projectRegistryData	internal/checker/types.go	Type
internal/api/session.go	snapshotData	internal/api/proto.go	ProjectID
internal/api/session.go	snapshotData	internal/api/proto.go	SymbolID
internal/api/session.go	snapshotData	internal/api/session.go	projectRegistryData
internal/api/session.go	snapshotData	internal/ast/symbol.go	Symbol
internal/api/session.go	snapshotData	internal/project/snapshot.go	Snapshot
internal/ast/ast.go	AnyImportOrRequireStatement	internal/ast/ast.go	Node
internal/ast/ast.go	AnyValidImportOrReExport	internal/ast/ast.go	Node
internal/ast/ast.go	CheckJsDirective	internal/ast/ast.go	CommentRange
internal/ast/ast.go	CommentDirective	internal/ast/ast.go	CommentDirectiveKind
internal/ast/ast.go	CommentDirective	internal/core/text.go	TextRange
internal/ast/ast.go	CommentRange	internal/ast/kind_generated.go	Kind
internal/ast/ast.go	CommentRange	internal/core/text.go	TextRange
internal/ast/ast.go	CommentRange	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast.go	ContentMapperSourceFileInfo	internal/ast/ast.go	MappedDiagnosticDirective
internal/ast/ast.go	ContentMapperSourceFileInfo	internal/ast/ast.go	SourceFile
internal/ast/ast.go	ContentMapperSourceFileInfo	internal/ast/parseoptions.go	SourceFileParseOptions
internal/ast/ast.go	ContentMapperSourceFileInfo	internal/spanmap/spanmap.go	SpanMap
internal/ast/ast.go	FileReference	internal/core/compileroptions.go	ResolutionMode
internal/ast/ast.go	FileReference	internal/core/text.go	TextRange
internal/ast/ast.go	FileReference	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast.go	HasFileName	internal/tspath/path.go	Path
internal/ast/ast.go	MappedDiagnosticDirective	internal/ast/ast.go	MappedDiagnosticDirectivePolicy
internal/ast/ast.go	MappedDiagnosticDirective	internal/core/text.go	TextRange
internal/ast/ast.go	ModifierList	internal/ast/ast.go	NodeList
internal/ast/ast.go	ModifierList	internal/ast/modifierflags.go	ModifierFlags
internal/ast/ast.go	ModifierList	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast.go	MutableNode	internal/ast/ast.go	Node
internal/ast/ast.go	NamedMember	internal/ast/ast.go	Node
internal/ast/ast.go	Node	internal/ast/ast.go	Node
internal/ast/ast.go	Node	internal/ast/ast.go	nodeData
internal/ast/ast.go	Node	internal/ast/kind_generated.go	Kind
internal/ast/ast.go	Node	internal/ast/nodeflags.go	NodeFlags
internal/ast/ast.go	Node	internal/core/text.go	TextRange
internal/ast/ast.go	Node	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast.go	NodeBase	internal/ast/ast.go	NodeDefault
internal/ast/ast.go	NodeBase	internal/ast/ast.go	nodeData
internal/ast/ast.go	NodeBase	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast.go	NodeDefault	internal/ast/ast.go	Node
internal/ast/ast.go	NodeDefault	internal/ast/ast.go	nodeData
internal/ast/ast.go	NodeDefault	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast.go	NodeFactoryCoercible	internal/ast/ast_generated.go	NodeFactory
internal/ast/ast.go	NodeFactoryHooks	internal/ast/ast.go	Node
internal/ast/ast.go	NodeList	internal/ast/ast.go	Node
internal/ast/ast.go	NodeList	internal/core/text.go	TextRange
internal/ast/ast.go	NodeList	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast.go	ObjectLiteralLike	internal/ast/ast.go	Node
internal/ast/ast.go	PatternAmbientModule	internal/ast/symbol.go	Symbol
internal/ast/ast.go	PatternAmbientModule	internal/core/pattern.go	Pattern
internal/ast/ast.go	Pragma	internal/ast/ast.go	CommentRange
internal/ast/ast.go	Pragma	internal/ast/ast.go	PragmaArgument
internal/ast/ast.go	Pragma	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast.go	PragmaArgument	internal/core/text.go	TextRange
internal/ast/ast.go	PragmaArgument	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast.go	PragmaSpecification	internal/ast/ast.go	PragmaArgumentSpecification
internal/ast/ast.go	PragmaSpecification	internal/ast/ast.go	PragmaKindFlags
internal/ast/ast.go	SourceFile	internal/ast/ast.go	CheckJsDirective
internal/ast/ast.go	SourceFile	internal/ast/ast.go	CommentDirective
internal/ast/ast.go	SourceFile	internal/ast/ast.go	ContentMapperSourceFileInfo
internal/ast/ast.go	SourceFile	internal/ast/ast.go	FileReference
internal/ast/ast.go	SourceFile	internal/ast/ast.go	HasFileName
internal/ast/ast.go	SourceFile	internal/ast/ast.go	Node
internal/ast/ast.go	SourceFile	internal/ast/ast.go	NodeBase
internal/ast/ast.go	SourceFile	internal/ast/ast.go	NodeList
internal/ast/ast.go	SourceFile	internal/ast/ast.go	PatternAmbientModule
internal/ast/ast.go	SourceFile	internal/ast/ast.go	Pragma
internal/ast/ast.go	SourceFile	internal/ast/ast.go	SourceFileLike
internal/ast/ast.go	SourceFile	internal/ast/ast.go	TokenCacheKey
internal/ast/ast.go	SourceFile	internal/ast/ast.go	nodeData
internal/ast/ast.go	SourceFile	internal/ast/ast.go	sourceFileDataKey
internal/ast/ast.go	SourceFile	internal/ast/ast_generated.go	CompositeBase
internal/ast/ast.go	SourceFile	internal/ast/ast_generated.go	DeclarationBase
internal/ast/ast.go	SourceFile	internal/ast/ast_generated.go	LiteralLikeNode
internal/ast/ast.go	SourceFile	internal/ast/ast_generated.go	LocalsContainerBase
internal/ast/ast.go	SourceFile	internal/ast/ast_generated.go	ModuleName
internal/ast/ast.go	SourceFile	internal/ast/ast_generated.go	NodeFactory
internal/ast/ast.go	SourceFile	internal/ast/ast_generated.go	TokenNode
internal/ast/ast.go	SourceFile	internal/ast/diagnostic.go	Diagnostic
internal/ast/ast.go	SourceFile	internal/ast/parseoptions.go	SourceFileParseOptions
internal/ast/ast.go	SourceFile	internal/ast/positionmap.go	PositionMap
internal/ast/ast.go	SourceFile	internal/ast/symbol.go	SymbolTable
internal/ast/ast.go	SourceFile	internal/collections/set.go	Set
internal/ast/ast.go	SourceFile	internal/core/languagevariant.go	LanguageVariant
internal/ast/ast.go	SourceFile	internal/core/scriptkind.go	ScriptKind
internal/ast/ast.go	SourceFile	internal/core/text.go	TextPos
internal/ast/ast.go	SourceFile	internal/core/tristate.go	Tristate
internal/ast/ast.go	SourceFile	internal/diagnosticwriter/diagnosticwriter.go	FileLike
internal/ast/ast.go	SourceFile	internal/ls/lsconv/converters.go	Script
internal/ast/ast.go	SourceFile	internal/modulespecifiers/types.go	SourceFileForSpecifierGeneration
internal/ast/ast.go	SourceFile	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast.go	SourceFile	internal/sourcemap/source.go	Source
