cmd/tsgo/sys.go	childProcess	internal/contentmapper/hostimpl.go	processExitState
internal/ast/ast_generated.go	TemplateTail	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	TemplateTail	internal/ast/ast_generated.go	TemplateLiteralLikeNodeBase
internal/ast/ast_generated.go	TemplateTail	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	TemplateTailNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	ThisExpression	internal/ast/ast.go	Node
internal/ast/ast_generated.go	ThisTypeNode	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	ThisTypeNode	internal/ast/ast_generated.go	TypeNodeBase
internal/ast/ast_generated.go	ThisTypeNode	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	ThisTypeNodeNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	ThrowStatement	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	ThrowStatement	internal/ast/ast_generated.go	CompositeBase
internal/ast/ast_generated.go	ThrowStatement	internal/ast/ast_generated.go	Expression
internal/ast/ast_generated.go	ThrowStatement	internal/ast/ast_generated.go	StatementBase
internal/ast/ast_generated.go	ThrowStatement	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	ThrowStatementNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	Token	internal/ast/ast.go	NodeBase
internal/ast/ast_generated.go	Token	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	Token	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	TokenNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	TrueLiteral	internal/ast/ast.go	Node
internal/ast/ast_generated.go	TryStatement	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	TryStatement	internal/ast/ast_generated.go	BlockNode
internal/ast/ast_generated.go	TryStatement	internal/ast/ast_generated.go	CatchClauseNode
internal/ast/ast_generated.go	TryStatement	internal/ast/ast_generated.go	CompositeBase
internal/ast/ast_generated.go	TryStatement	internal/ast/ast_generated.go	StatementBase
internal/ast/ast_generated.go	TryStatement	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	TryStatementNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	TupleTypeNode	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	TupleTypeNode	internal/ast/ast_generated.go	TypeList
internal/ast/ast_generated.go	TupleTypeNode	internal/ast/ast_generated.go	TypeNodeBase
internal/ast/ast_generated.go	TupleTypeNode	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	TupleTypeNodeNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	TypeAliasDeclaration	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	TypeAliasDeclaration	internal/ast/ast_generated.go	DeclarationBase
internal/ast/ast_generated.go	TypeAliasDeclaration	internal/ast/ast_generated.go	ExportableBase
internal/ast/ast_generated.go	TypeAliasDeclaration	internal/ast/ast_generated.go	IdentifierNode
internal/ast/ast_generated.go	TypeAliasDeclaration	internal/ast/ast_generated.go	LocalsContainerBase
internal/ast/ast_generated.go	TypeAliasDeclaration	internal/ast/ast_generated.go	ModifiersBase
internal/ast/ast_generated.go	TypeAliasDeclaration	internal/ast/ast_generated.go	StatementBase
internal/ast/ast_generated.go	TypeAliasDeclaration	internal/ast/ast_generated.go	TypeNode
internal/ast/ast_generated.go	TypeAliasDeclaration	internal/ast/ast_generated.go	TypeParameterList
internal/ast/ast_generated.go	TypeAliasDeclaration	internal/ast/ast_generated.go	TypeSyntaxBase
internal/ast/ast_generated.go	TypeAliasDeclaration	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	TypeAliasDeclarationNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	TypeArgumentList	internal/ast/ast.go	NodeList
internal/ast/ast_generated.go	TypeAssertion	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	TypeAssertion	internal/ast/ast_generated.go	Expression
internal/ast/ast_generated.go	TypeAssertion	internal/ast/ast_generated.go	TypeNode
internal/ast/ast_generated.go	TypeAssertion	internal/ast/ast_generated.go	UnaryExpressionBase
internal/ast/ast_generated.go	TypeAssertion	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	TypeAssertionNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	TypeElement	internal/ast/ast.go	Node
internal/ast/ast_generated.go	TypeElementList	internal/ast/ast.go	NodeList
internal/ast/ast_generated.go	TypeList	internal/ast/ast.go	NodeList
internal/ast/ast_generated.go	TypeLiteralNode	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	TypeLiteralNode	internal/ast/ast_generated.go	DeclarationBase
internal/ast/ast_generated.go	TypeLiteralNode	internal/ast/ast_generated.go	TypeElementList
internal/ast/ast_generated.go	TypeLiteralNode	internal/ast/ast_generated.go	TypeNodeBase
internal/ast/ast_generated.go	TypeLiteralNode	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	TypeLiteralNodeNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	TypeNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	TypeNodeBase	internal/ast/ast.go	NodeBase
internal/ast/ast_generated.go	TypeNodeBase	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	TypeNodeBase	internal/ast/ast_generated.go	TypeSyntaxBase
internal/ast/ast_generated.go	TypeNodeBase	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	TypeOfExpression	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	TypeOfExpression	internal/ast/ast_generated.go	Expression
internal/ast/ast_generated.go	TypeOfExpression	internal/ast/ast_generated.go	UnaryExpressionBase
internal/ast/ast_generated.go	TypeOfExpression	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	TypeOfExpressionNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	TypeOperatorNode	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	TypeOperatorNode	internal/ast/ast_generated.go	TypeNode
internal/ast/ast_generated.go	TypeOperatorNode	internal/ast/ast_generated.go	TypeNodeBase
internal/ast/ast_generated.go	TypeOperatorNode	internal/ast/kind_generated.go	Kind
internal/ast/ast_generated.go	TypeOperatorNode	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	TypeOperatorNodeNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	TypeParameterDeclaration	internal/ast/ast.go	NodeBase
internal/ast/ast_generated.go	TypeParameterDeclaration	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	TypeParameterDeclaration	internal/ast/ast_generated.go	DeclarationBase
internal/ast/ast_generated.go	TypeParameterDeclaration	internal/ast/ast_generated.go	Expression
internal/ast/ast_generated.go	TypeParameterDeclaration	internal/ast/ast_generated.go	IdentifierNode
internal/ast/ast_generated.go	TypeParameterDeclaration	internal/ast/ast_generated.go	ModifiersBase
internal/ast/ast_generated.go	TypeParameterDeclaration	internal/ast/ast_generated.go	TypeNode
internal/ast/ast_generated.go	TypeParameterDeclaration	internal/ast/ast_generated.go	TypeSyntaxBase
internal/ast/ast_generated.go	TypeParameterDeclaration	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	TypeParameterDeclarationNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	TypeParameterList	internal/ast/ast.go	NodeList
internal/ast/ast_generated.go	TypePredicateNode	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	TypePredicateNode	internal/ast/ast_generated.go	AssertsKeyword
internal/ast/ast_generated.go	TypePredicateNode	internal/ast/ast_generated.go	TypeNode
internal/ast/ast_generated.go	TypePredicateNode	internal/ast/ast_generated.go	TypeNodeBase
internal/ast/ast_generated.go	TypePredicateNode	internal/ast/ast_generated.go	TypePredicateParameterName
internal/ast/ast_generated.go	TypePredicateNode	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	TypePredicateNodeNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	TypePredicateParameterName	internal/ast/ast.go	Node
internal/ast/ast_generated.go	TypeQueryNode	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	TypeQueryNode	internal/ast/ast_generated.go	EntityName
internal/ast/ast_generated.go	TypeQueryNode	internal/ast/ast_generated.go	NodeWithTypeArgumentsBase
internal/ast/ast_generated.go	TypeQueryNode	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	TypeQueryNodeNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	TypeReferenceNode	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	TypeReferenceNode	internal/ast/ast_generated.go	EntityName
internal/ast/ast_generated.go	TypeReferenceNode	internal/ast/ast_generated.go	NodeWithTypeArgumentsBase
internal/ast/ast_generated.go	TypeReferenceNode	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	TypeReferenceNodeNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	UnaryExpressionBase	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	UnaryExpressionBase	internal/ast/ast_generated.go	ExpressionBase
internal/ast/ast_generated.go	UnaryExpressionBase	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	UnionOrIntersectionTypeNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	UnionOrIntersectionTypeNodeBase	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	UnionOrIntersectionTypeNodeBase	internal/ast/ast_generated.go	TypeList
internal/ast/ast_generated.go	UnionOrIntersectionTypeNodeBase	internal/ast/ast_generated.go	TypeNodeBase
internal/ast/ast_generated.go	UnionOrIntersectionTypeNodeBase	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	UnionTypeNode	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	UnionTypeNode	internal/ast/ast_generated.go	UnionOrIntersectionTypeNodeBase
internal/ast/ast_generated.go	UnionTypeNode	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	UnionTypeNodeNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	UpdateExpressionBase	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	UpdateExpressionBase	internal/ast/ast_generated.go	UnaryExpressionBase
internal/ast/ast_generated.go	UpdateExpressionBase	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	VariableDeclaration	internal/ast/ast.go	NodeBase
internal/ast/ast_generated.go	VariableDeclaration	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	VariableDeclaration	internal/ast/ast_generated.go	BindingName
internal/ast/ast_generated.go	VariableDeclaration	internal/ast/ast_generated.go	CompositeBase
internal/ast/ast_generated.go	VariableDeclaration	internal/ast/ast_generated.go	DeclarationBase
internal/ast/ast_generated.go	VariableDeclaration	internal/ast/ast_generated.go	ExclamationToken
internal/ast/ast_generated.go	VariableDeclaration	internal/ast/ast_generated.go	ExportableBase
internal/ast/ast_generated.go	VariableDeclaration	internal/ast/ast_generated.go	Expression
internal/ast/ast_generated.go	VariableDeclaration	internal/ast/ast_generated.go	TypeNode
internal/ast/ast_generated.go	VariableDeclaration	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	VariableDeclarationList	internal/ast/ast.go	NodeBase
internal/ast/ast_generated.go	VariableDeclarationList	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	VariableDeclarationList	internal/ast/ast_generated.go	CompositeBase
internal/ast/ast_generated.go	VariableDeclarationList	internal/ast/ast_generated.go	VariableDeclarationNodeList
internal/ast/ast_generated.go	VariableDeclarationList	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	VariableDeclarationListNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	VariableDeclarationNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	VariableDeclarationNodeList	internal/ast/ast.go	NodeList
internal/ast/ast_generated.go	VariableOrParameterDeclaration	internal/ast/ast.go	Node
internal/ast/ast_generated.go	VariableOrPropertyDeclaration	internal/ast/ast.go	Node
internal/ast/ast_generated.go	VariableStatement	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	VariableStatement	internal/ast/ast_generated.go	CompositeBase
internal/ast/ast_generated.go	VariableStatement	internal/ast/ast_generated.go	ModifiersBase
internal/ast/ast_generated.go	VariableStatement	internal/ast/ast_generated.go	StatementBase
internal/ast/ast_generated.go	VariableStatement	internal/ast/ast_generated.go	VariableDeclarationListNode
internal/ast/ast_generated.go	VariableStatement	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	VariableStatementNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	VoidExpression	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	VoidExpression	internal/ast/ast_generated.go	Expression
internal/ast/ast_generated.go	VoidExpression	internal/ast/ast_generated.go	UnaryExpressionBase
internal/ast/ast_generated.go	VoidExpression	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	VoidExpressionNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	WhileStatement	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	WhileStatement	internal/ast/ast_generated.go	CompositeBase
internal/ast/ast_generated.go	WhileStatement	internal/ast/ast_generated.go	Expression
internal/ast/ast_generated.go	WhileStatement	internal/ast/ast_generated.go	IterationStatementBase
internal/ast/ast_generated.go	WhileStatement	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	WhileStatementNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	WithStatement	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	WithStatement	internal/ast/ast_generated.go	CompositeBase
internal/ast/ast_generated.go	WithStatement	internal/ast/ast_generated.go	Expression
internal/ast/ast_generated.go	WithStatement	internal/ast/ast_generated.go	Statement
internal/ast/ast_generated.go	WithStatement	internal/ast/ast_generated.go	StatementBase
internal/ast/ast_generated.go	WithStatement	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	WithStatementNode	internal/ast/ast.go	Node
internal/ast/ast_generated.go	YieldExpression	internal/ast/ast.go	nodeData
internal/ast/ast_generated.go	YieldExpression	internal/ast/ast_generated.go	AsteriskToken
internal/ast/ast_generated.go	YieldExpression	internal/ast/ast_generated.go	Expression
internal/ast/ast_generated.go	YieldExpression	internal/ast/ast_generated.go	ExpressionBase
internal/ast/ast_generated.go	YieldExpression	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/ast_generated.go	YieldExpressionNode	internal/ast/ast.go	Node
internal/ast/diagnostic.go	Diagnostic	internal/ast/ast.go	SourceFile
internal/ast/diagnostic.go	Diagnostic	internal/ast/diagnostic.go	Diagnostic
internal/ast/diagnostic.go	Diagnostic	internal/ast/diagnostic.go	RepopulateDiagnosticInfo
internal/ast/diagnostic.go	Diagnostic	internal/core/text.go	TextRange
internal/ast/diagnostic.go	Diagnostic	internal/diagnostics/diagnostics.go	Category
internal/ast/diagnostic.go	Diagnostic	internal/diagnostics/diagnostics.go	Key
internal/ast/diagnostic.go	Diagnostic	internal/diagnostics/diagnostics.go	Message
internal/ast/diagnostic.go	Diagnostic	internal/glob/glob.go	element
internal/ast/diagnostic.go	Diagnostic	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/diagnostic.go	DiagnosticsCollection	internal/ast/diagnostic.go	Diagnostic
internal/ast/diagnostic.go	DiagnosticsCollection	internal/ast/diagnostic.go	diagnosticLocationKey
internal/ast/diagnostic.go	DiagnosticsCollection	internal/collections/set.go	Set
internal/ast/diagnostic.go	DiagnosticsCollection	internal/tspath/path.go	Path
internal/ast/diagnostic.go	RepopulateDiagnosticInfo	internal/ast/diagnostic.go	RepopulateDiagnosticKind
internal/ast/diagnostic.go	RepopulateDiagnosticInfo	internal/core/compileroptions.go	ResolutionMode
internal/ast/diagnostic.go	diagnosticLocationKey	internal/core/text.go	TextRange
internal/ast/diagnostic.go	diagnosticLocationKey	internal/tspath/path.go	Path
internal/ast/flow.go	FlowLabel	internal/ast/flow.go	FlowNode
internal/ast/flow.go	FlowList	internal/ast/flow.go	FlowList
internal/ast/flow.go	FlowList	internal/ast/flow.go	FlowNode
internal/ast/flow.go	FlowNode	internal/ast/ast.go	Node
internal/ast/flow.go	FlowNode	internal/ast/flow.go	FlowFlags
internal/ast/flow.go	FlowNode	internal/ast/flow.go	FlowList
internal/ast/flow.go	FlowNode	internal/ast/flow.go	FlowNode
internal/ast/flow.go	FlowReduceLabelData	internal/ast/ast.go	NodeBase
internal/ast/flow.go	FlowReduceLabelData	internal/ast/ast.go	nodeData
internal/ast/flow.go	FlowReduceLabelData	internal/ast/flow.go	FlowLabel
internal/ast/flow.go	FlowReduceLabelData	internal/ast/flow.go	FlowList
internal/ast/flow.go	FlowReduceLabelData	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/flow.go	FlowSwitchClauseData	internal/ast/ast.go	Node
internal/ast/flow.go	FlowSwitchClauseData	internal/ast/ast.go	NodeBase
internal/ast/flow.go	FlowSwitchClauseData	internal/ast/ast.go	nodeData
internal/ast/flow.go	FlowSwitchClauseData	internal/printer/changetrackerwriter.go	triviaPositionKey
internal/ast/kind_generated.go	AdditiveOperator	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	AdditiveOperatorOrHigher	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	AssignmentOperator	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	AssignmentOperatorOrHigher	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	BinaryOperator	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	BitwiseOperator	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	BitwiseOperatorOrHigher	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	CompoundAssignmentOperator	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	EqualityOperator	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	EqualityOperatorOrHigher	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	ExponentiationOperator	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	ImportPhaseModifierSyntaxKind	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	JSDocNodeSyntaxKind	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	JsxTokenSyntaxKind	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	KeywordExpressionSyntaxKind	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	KeywordSyntaxKind	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	KeywordTypeSyntaxKind	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	Kind	internal/glob/glob.go	element
internal/ast/kind_generated.go	LiteralSyntaxKind	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	LogicalOperator	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	LogicalOperatorOrHigher	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	LogicalOrCoalescingAssignmentOperator	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	ModifierSyntaxKind	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	MultiplicativeOperator	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	MultiplicativeOperatorOrHigher	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	PostfixUnaryOperator	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	PrefixUnaryOperator	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	PseudoLiteralSyntaxKind	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	PunctuationSyntaxKind	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	RelationalOperator	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	RelationalOperatorOrHigher	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	ShiftOperator	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	ShiftOperatorOrHigher	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	TokenSyntaxKind	internal/ast/kind_generated.go	Kind
internal/ast/kind_generated.go	TriviaSyntaxKind	internal/ast/kind_generated.go	Kind
internal/ast/parseoptions.go	SourceFileParseOptions	internal/ast/parseoptions.go	ExternalModuleIndicatorOptions
internal/ast/parseoptions.go	SourceFileParseOptions	internal/tspath/path.go	Path
internal/ast/positionmap.go	PositionMap	internal/ast/positionmap.go	positionMapEntry
internal/ast/symbol.go	Symbol	internal/ast/ast.go	Node
internal/ast/symbol.go	Symbol	internal/ast/checkflags.go	CheckFlags
internal/ast/symbol.go	Symbol	internal/ast/symbol.go	Symbol
internal/ast/symbol.go	Symbol	internal/ast/symbol.go	SymbolTable
internal/ast/symbol.go	Symbol	internal/ast/symbolflags.go	SymbolFlags
internal/ast/symbol.go	SymbolTable	internal/ast/symbol.go	Symbol
internal/ast/utilities.go	AllAccessorDeclarations	internal/ast/ast_generated.go	AccessorDeclaration
internal/ast/utilities.go	AllAccessorDeclarations	internal/ast/ast_generated.go	GetAccessorDeclaration
internal/ast/utilities.go	AllAccessorDeclarations	internal/ast/ast_generated.go	SetAccessorDeclaration
internal/ast/utilities.go	hasFileNameImpl	internal/ast/ast.go	HasFileName
internal/ast/utilities.go	hasFileNameImpl	internal/tspath/path.go	Path
internal/ast/visitor.go	NodeVisitor	internal/ast/ast.go	Node
internal/ast/visitor.go	NodeVisitor	internal/ast/ast_generated.go	NodeFactory
internal/ast/visitor.go	NodeVisitor	internal/ast/visitor.go	NodeVisitorHooks
internal/ast/visitor.go	NodeVisitorHooks	internal/ast/ast.go	ModifierList
internal/ast/visitor.go	NodeVisitorHooks	internal/ast/ast.go	Node
internal/ast/visitor.go	NodeVisitorHooks	internal/ast/ast.go	NodeList
internal/ast/visitor.go	NodeVisitorHooks	internal/ast/ast_generated.go	BlockOrExpression
internal/ast/visitor.go	NodeVisitorHooks	internal/ast/ast_generated.go	ParameterList
internal/ast/visitor.go	NodeVisitorHooks	internal/ast/ast_generated.go	Statement
internal/ast/visitor.go	NodeVisitorHooks	internal/ast/ast_generated.go	StatementList
internal/ast/visitor.go	NodeVisitorHooks	internal/ast/ast_generated.go	TokenNode
internal/ast/visitor.go	NodeVisitorHooks	internal/ast/visitor.go	NodeVisitor
internal/binder/binder.go	ActiveLabel	internal/ast/flow.go	FlowLabel
internal/binder/binder.go	ActiveLabel	internal/binder/binder.go	ActiveLabel
internal/binder/binder.go	Binder	internal/ast/ast.go	Node
internal/binder/binder.go	Binder	internal/ast/ast.go	SourceFile
internal/binder/binder.go	Binder	internal/ast/flow.go	FlowLabel
internal/binder/binder.go	Binder	internal/ast/flow.go	FlowList
internal/binder/binder.go	Binder	internal/ast/flow.go	FlowNode
internal/binder/binder.go	Binder	internal/ast/nodeflags.go	NodeFlags
internal/binder/binder.go	Binder	internal/ast/symbol.go	Symbol
internal/binder/binder.go	Binder	internal/binder/binder.go	ActiveLabel
internal/binder/binder.go	Binder	internal/binder/binder.go	ExpandoAssignmentInfo
internal/binder/binder.go	Binder	internal/collections/set.go	Set
internal/binder/binder.go	Binder	internal/core/arena.go	Arena
internal/binder/binder.go	ExpandoAssignmentInfo	internal/ast/ast.go	Node
internal/binder/nameresolver.go	NameResolver	internal/ast/ast.go	Node
internal/binder/nameresolver.go	NameResolver	internal/ast/diagnostic.go	Diagnostic
internal/binder/nameresolver.go	NameResolver	internal/ast/symbol.go	Symbol
internal/binder/nameresolver.go	NameResolver	internal/ast/symbol.go	SymbolTable
internal/binder/nameresolver.go	NameResolver	internal/ast/symbolflags.go	SymbolFlags
internal/binder/nameresolver.go	NameResolver	internal/core/compileroptions.go	CompilerOptions
internal/binder/nameresolver.go	NameResolver	internal/core/tristate.go	Tristate
internal/binder/nameresolver.go	NameResolver	internal/diagnostics/diagnostics.go	Message
internal/binder/referenceresolver.go	ReferenceResolver	internal/ast/ast.go	Node
internal/binder/referenceresolver.go	ReferenceResolver	internal/ast/ast_generated.go	Declaration
internal/binder/referenceresolver.go	ReferenceResolver	internal/ast/ast_generated.go	ElementAccessExpression
internal/binder/referenceresolver.go	ReferenceResolver	internal/ast/ast_generated.go	IdentifierNode
internal/binder/referenceresolver.go	ReferenceResolverHooks	internal/ast/ast.go	Node
internal/binder/referenceresolver.go	ReferenceResolverHooks	internal/ast/ast_generated.go	Declaration
internal/binder/referenceresolver.go	ReferenceResolverHooks	internal/ast/ast_generated.go	ElementAccessExpression
internal/binder/referenceresolver.go	ReferenceResolverHooks	internal/ast/symbol.go	Symbol
internal/binder/referenceresolver.go	ReferenceResolverHooks	internal/ast/symbolflags.go	SymbolFlags
internal/binder/referenceresolver.go	ReferenceResolverHooks	internal/diagnostics/diagnostics.go	Message
internal/binder/referenceresolver.go	referenceResolver	internal/binder/nameresolver.go	NameResolver
internal/binder/referenceresolver.go	referenceResolver	internal/binder/referenceresolver.go	ReferenceResolver
internal/binder/referenceresolver.go	referenceResolver	internal/binder/referenceresolver.go	ReferenceResolverHooks
internal/binder/referenceresolver.go	referenceResolver	internal/core/compileroptions.go	CompilerOptions
internal/bundled/embed.go	fileInfo	internal/ls/autoimport/index.go	Named
internal/bundled/embed.go	wrappedFS	internal/vfs/vfs.go	FS
internal/checker/checker.go	AssignmentReducedKey	internal/checker/types.go	TypeId
internal/checker/checker.go	CachedSignatureKey	internal/checker/checker.go	CacheHashKey
internal/checker/checker.go	CachedSignatureKey	internal/checker/types.go	Signature
internal/checker/checker.go	CachedTypeKey	internal/checker/checker.go	CachedTypeKind
internal/checker/checker.go	CachedTypeKey	internal/checker/types.go	TypeId
internal/checker/checker.go	CallState	internal/ast/ast.go	Node
internal/checker/checker.go	CallState	internal/checker/checker.go	CheckMode
internal/checker/checker.go	CallState	internal/checker/types.go	Signature
internal/checker/checker.go	Checker	internal/ast/ast.go	Node
internal/checker/checker.go	Checker	internal/ast/ast.go	PatternAmbientModule
internal/checker/checker.go	Checker	internal/ast/ast.go	SourceFile
internal/checker/checker.go	Checker	internal/ast/ast_generated.go	NodeFactory
internal/checker/checker.go	Checker	internal/ast/diagnostic.go	DiagnosticsCollection
internal/checker/checker.go	Checker	internal/ast/flow.go	FlowNode
internal/checker/checker.go	Checker	internal/ast/ids.go	NodeId
internal/checker/checker.go	Checker	internal/ast/modifierflags.go	ModifierFlags
internal/checker/checker.go	Checker	internal/ast/nodeflags.go	NodeFlags
internal/checker/checker.go	Checker	internal/ast/symbol.go	Symbol
internal/checker/checker.go	Checker	internal/ast/symbol.go	SymbolTable
internal/checker/checker.go	Checker	internal/ast/symbolflags.go	SymbolFlags
internal/checker/checker.go	Checker	internal/checker/checker.go	AssignmentReducedKey
internal/checker/checker.go	Checker	internal/checker/checker.go	CacheHashKey
internal/checker/checker.go	Checker	internal/checker/checker.go	CachedSignatureKey
internal/checker/checker.go	Checker	internal/checker/checker.go	CachedTypeKey
internal/checker/checker.go	Checker	internal/checker/checker.go	ContextualInfo
internal/checker/checker.go	Checker	internal/checker/checker.go	DiscriminatedContextualTypeKey
internal/checker/checker.go	Checker	internal/checker/checker.go	EnumLiteralKey
internal/checker/checker.go	Checker	internal/checker/checker.go	EnumRelationKey
internal/checker/checker.go	Checker	internal/checker/checker.go	FlowLoopInfo
internal/checker/checker.go	Checker	internal/checker/checker.go	FlowLoopKey
internal/checker/checker.go	Checker	internal/checker/checker.go	InferenceContextInfo
internal/checker/checker.go	Checker	internal/checker/checker.go	InstantiationExpressionKey
