_tools/cmd/checkmodpaths/main.go	main	_tools/cmd/checkmodpaths/main.go	run
_tools/customlint/bitclear.go	<lambda>0	_tools/customlint/bitclear.go	run
_tools/customlint/checkchildren.go	<lambda>0	_tools/customlint/checkchildren.go	receiverCallName
_tools/customlint/checkchildren.go	<lambda>0	_tools/customlint/checkchildren.go	run
_tools/customlint/checkchildren.go	<lambda>1	_tools/customlint/checkchildren.go	isChildCheckName
_tools/customlint/checkchildren.go	<lambda>1	_tools/customlint/checkchildren.go	receiverCallName
_tools/customlint/checkchildren.go	analyzeMethod	_tools/customlint/checkchildren.go	firstArg
_tools/customlint/checkchildren.go	analyzeMethod	_tools/customlint/checkchildren.go	guardedNil
_tools/customlint/checkchildren.go	analyzeMethod	_tools/customlint/checkchildren.go	reachableChecksAfter
_tools/customlint/checkchildren.go	analyzeMethod	_tools/customlint/checkchildren.go	receiverIdent
_tools/customlint/checkchildren.go	condImpliesNil	_tools/customlint/checkchildren.go	equalExpr
_tools/customlint/checkchildren.go	condImpliesNil	_tools/customlint/checkchildren.go	isNilIdent
_tools/customlint/checkchildren.go	equalExpr	_tools/customlint/checkchildren.go	equalExpr
_tools/customlint/checkchildren.go	guardedNil	_tools/customlint/checkchildren.go	condImpliesNil
_tools/customlint/checkchildren.go	reachableChecksAfter	_tools/customlint/checkchildren.go	<lambda>2
_tools/customlint/checkchildren.go	reachableChecksAfter	_tools/customlint/checkchildren.go	isSwitchClause
_tools/customlint/checkchildren.go	run	_tools/customlint/checkchildren.go	analyzeMethod
_tools/customlint/checkchildren.go	run	_tools/customlint/checkchildren.go	collectDispatchedMethods
_tools/customlint/checkchildren.go	run	_tools/customlint/checkchildren.go	receiverIdent
_tools/customlint/cleanup.go	<lambda>0	_tools/customlint/cleanup.go	checkCleanupIdent
_tools/customlint/cleanup.go	<lambda>0	_tools/customlint/cleanup.go	run
_tools/customlint/cleanup.go	checkCall	_tools/customlint/cleanup.go	isTestingType
_tools/customlint/cleanup.go	checkCleanupIdent	_tools/customlint/cleanup.go	isTestingType
_tools/customlint/cleanup.go	run	_tools/customlint/cleanup.go	checkCall
_tools/customlint/emptycase.go	<lambda>0	_tools/customlint/emptycase.go	run
_tools/customlint/emptycase.go	checkCases	_tools/customlint/emptycase.go	checkCaseStatement
_tools/customlint/emptycase.go	run	_tools/customlint/emptycase.go	checkCases
_tools/customlint/forbidparentaccess.go	<lambda>0	_tools/customlint/forbidparentaccess.go	shouldCheckForParentAccess
_tools/customlint/plugin_test.go	<lambda>0	_tools/customlint/plugin_test.go	applyEdits
_tools/customlint/plugin_test.go	<lambda>0	_tools/customlint/plugin_test.go	toGolden
_tools/customlint/plugin_test.go	TestPlugin	_tools/customlint/plugin.go	BuildAnalyzers
_tools/customlint/plugin_test.go	toGolden	_tools/customlint/plugin_test.go	toWhitespace
_tools/customlint/shadow.go	<lambda>0	_tools/customlint/shadow.go	posInBlock
_tools/customlint/shadow.go	<lambda>0	_tools/customlint/shadow.go	run
_tools/customlint/shadow.go	handleAssignment	_tools/customlint/shadow.go	cfgFor
_tools/customlint/shadow.go	handleAssignment	_tools/customlint/shadow.go	enclosingFunctionScope
_tools/customlint/shadow.go	handleAssignment	_tools/customlint/shadow.go	isTypeName
_tools/customlint/shadow.go	handleAssignment	_tools/customlint/shadow.go	positionIsReachable
_tools/customlint/shadow.go	handleAssignment	_tools/customlint/shadow.go	report
_tools/customlint/shadow.go	positionIsReachable	_tools/customlint/shadow.go	posInBlock
