engine,nodes,edges,killed,setup_ms,retract_ms,ops,rss_mb,host_peak_mb,sqlite_hw_mb,db_mb
pglite-query,42,67,20,9.503,1.843,N/A,838.4,N/A,N/A,38.063
native-postgres-query,42,67,20,3.765,1.034,N/A,101.3,N/A,N/A,7.357
