budget	fanout	rows	batch_size	stage	status	measured_pairs	full_query_update_plus_query_median_ms	ivm_update_plus_query_median_ms	full_query_over_ivm_speedup_median	speedup_min	speedup_max	speedup_span_percent	full_query_setup_median_ms	ivm_setup_median_ms	full_query_process_median_ms	ivm_process_median_ms	postgres_group_observed_peak_rss_kb	full_query_database_median_bytes	ivm_database_median_bytes
constrained	10	400	10	fanout-anchor	unmeasured	0								7.029376		75.153000	64128.000000		8115903.000000
constrained	10	12000	10	fanout-anchor	unmeasured	0								43.772666		197.699500	68640.000000		9336511.000000
constrained	200	400	10	batch10-row-sweep	unmeasured	0								6.735042		76.153958	64512.000000		8763071.000000
constrained	200	1200	10	batch10-row-sweep	unmeasured	0								9.546335		86.342333	65088.000000		9172671.000000
constrained	200	4000	10	batch10-row-sweep	unmeasured	0								17.503750		123.408000	69072.000000		9721535.000000
constrained	200	12000	1	batch-sweep	unmeasured	0								42.770166		196.033542	70208.000000		11261631.000000
constrained	200	12000	10	batch10-row-sweep	unmeasured	0								42.678416		197.244833	69520.000000		10663615.000000
constrained	200	12000	100	batch-sweep	unmeasured	0								44.921625		202.116792	72048.000000		11695807.000000
constrained	200	12000	1000	batch-sweep	unmeasured	0								45.391083		215.700791	72048.000000		11237055.000000
