budget	rows	batch_size	fanout	status	successful_triples	states_per_arm	pg_ivm_median_ms	pg_ivm_min_ms	pg_ivm_max_ms	sqlite_affected_group_median_ms	sqlite_affected_group_min_ms	sqlite_affected_group_max_ms	dd_median_ms	dd_min_ms	dd_max_ms	pg_ivm_over_sqlite_median_ratio	pg_ivm_over_dd_median_ratio	sqlite_over_dd_median_ratio	final_input_hash	final_checksum
constrained	400	10	10	measured	5	5	5.351042	5.032959	5.496083	1.640501	1.595207	1.773501	0.132291	0.129666	0.135084	3.155051	40.245805	12.475293	42b8618996cb3fc8f98b19b55c825ee62ec89e075d987e6a7cd62be557622ece	2280b39b174a08246150f25505cb79e2cd7321a215f121e7e75b65e7c1d2cc1f
constrained	12000	10	10	measured	5	5	7.521668	7.193917	9.175625	3.661166	3.548376	4.108375	0.161875	0.155876	0.222457	1.964925	48.254176	22.774939	0f6725bcfcf027eea159d800d54bbbf905689b085de919faaa3bdd8406b4507c	965080100ce9e71aa78a9493dbc09863be6d412b213c3a9b1b90e1dcc06b4540
constrained	400	10	200	measured	5	5	5.312916	5.029543	6.325333	1.621460	1.541126	1.738084	0.147875	0.141917	0.153292	3.266424	37.309721	11.196219	80ecb845449fc678e06bb74de31fa1df921e3246ef9ae170a040302f69b87cb6	377e6ce5bfd1c536ea31668d5caa41219a6cd69ea4231c97002b87cb9c8d0706
constrained	1200	10	200	measured	5	5	6.505793	6.240792	7.918457	2.483292	2.341583	6.624207	0.154499	0.137832	0.157457	2.603650	44.087331	18.016803	2fabc2745e87bb3614339de3da34fcfda3802e32f5cae798f4d2636ac99975a9	7c935da0b1eb7913e5852d79c288a029bfb03d74792e0b682740b25113246d4b
constrained	4000	10	200	measured	5	5	6.111542	5.562793	10.225999	3.173709	3.087625	4.311459	0.157958	0.156001	0.265333	1.973959	36.036884	19.547127	7eca5e6f8b74f9e5afc7c7b48e1103dbaf8eaf16ba2fb6f617128736a62bc6ed	6c264efe8daf8812c7b6ed165ea835ac880c83e5cd22f1b07421b0bb189deb21
constrained	12000	10	200	measured	5	5	8.184459	7.414292	8.355625	4.003708	3.804834	4.046333	0.202624	0.164290	0.278666	2.058802	36.591381	19.969663	e1e336a92e9ad053a9ec45f239ec98ce09a90b4e8d6e8f76aa07d7096ef816e8	fa652edc3e18c0d9fa35d123b2557b8497dae78b5f40cca097477ef0025259c6
constrained	12000	1000	200	measured	5	5	20.571541	19.006458	25.424957	170.059458	165.782249	185.511833	1.096584	0.948625	1.198623	0.120967	19.679680	166.111207	7aefe61db4d05f6cff1b0f7d39a10129a591290f5661d1f674243dd8b7ae2812	37a855bf4e75587e4d18e6426b94e5fcef60be731c273d66e28e6a791690c188
constrained	12000	1	200	measured	5	5	7.319625	6.996832	7.540959	2.113707	1.916127	2.225711	0.184919	0.143582	0.287710	3.567647	39.055386	11.939466	087a6b1f6a7ecfcf407ba757642f017f42d0f3b6cf1b402ad3ebfb3f5e4d88f7	45710527430fb7b6b359ffd6e7232bafb1923372c8e69c70ef11caa12a78ed1d
constrained	12000	100	200	measured	5	5	10.057707	9.579958	10.437416	20.118001	20.012875	20.670166	0.362583	0.323540	0.432249	0.502562	26.421421	56.884912	75ea6b9f4976733f8b616ffe8396b17d480c5812c71df3beb385544a671dd12c	37e23393b3055733e3c54ea325d5662ff9f8b13514b068efd7f8a3a62d04acf7
