cli:check	ts:v6/tsv2/cli/bop.ts#check	bridge
pl:v6/prolog/compile/2_emit_cli_inventory.pl#compile_dir/1	pl:v6/prolog/compile/2_emit_cli_inventory.pl#module	resides
pl:v6/prolog/compile/2_emit_cli_inventory.pl#module	pl:v6/prolog/compile/registry.pl#cli_command/3	calls
pl:v6/prolog/compile/2_emit_cli_inventory.pl#module	pl:v6/prolog/compile/registry.pl#http_route/3	calls
pl:v6/prolog/compile/3_clock_check.pl#check_clock_program/1	pl:v6/prolog/compile/3_clock_check.pl#module	resides
pl:v6/prolog/compile/3_clock_check.pl#clock_boundary/2	pl:v6/prolog/compile/analyze.pl#edge_headed_refs/2	calls
pl:v6/prolog/compile/3_clock_check.pl#clock_components/3	pl:v6/prolog/0_graph.pl#graph_cyclic_components/2	calls
pl:v6/prolog/compile/3_clock_check.pl#clock_components/3	pl:v6/prolog/0_graph.pl#graph_from_edges/3	calls
pl:v6/prolog/compile/3_clock_check.pl#clock_components/3	pl:v6/prolog/compile/3_clock_check.pl#module	resides
pl:v6/prolog/compile/3_clock_check.pl#clock_dependencies/2	pl:v6/prolog/compile/analyze.pl#edge_headed_refs/2	calls
pl:v6/prolog/compile/3_clock_check.pl#clock_refusal_reason/1	pl:v6/prolog/compile/3_clock_check.pl#module	resides
pl:v6/prolog/compile/3_clock_check.pl#clock_violation/2	pl:v6/prolog/0_coalesce_expand.pl#conjunction_goals/2	calls
pl:v6/prolog/compile/3_clock_check.pl#clock_violation/2	pl:v6/prolog/0_seq_expand.pl#conjunction_goals/2	calls
pl:v6/prolog/compile/3_clock_check.pl#clock_violation/2	pl:v6/prolog/1_host_expand.pl#rule_head_ref/2	calls
pl:v6/prolog/compile/3_clock_check.pl#clock_violation/2	pl:v6/prolog/compile/analyze.pl#conjunction_goals/2	calls
pl:v6/prolog/compile/3_clock_check.pl#clock_violation/2	pl:v6/prolog/compile/analyze.pl#rule_head_ref/2	calls
pl:v6/prolog/compile/3_clock_check.pl#clock_violation/2	pl:v6/prolog/compile/analyze.pl#rule_is_level/1	calls
pl:v6/prolog/compile/3_clock_check.pl#dependency_from_role/6	pl:v6/prolog/compile/registry.pl#clock_role/4	calls
pl:v6/prolog/compile/3_clock_check.pl#edge_goal_dependency/7	pl:v6/prolog/compile/registry.pl#clock_role/4	calls
pl:v6/prolog/compile/3_clock_check.pl#module	pl:v6/prolog/0_coalesce_expand.pl#conjunction_goals/2	calls
pl:v6/prolog/compile/3_clock_check.pl#module	pl:v6/prolog/0_graph.pl#graph_cyclic_components/2	calls
pl:v6/prolog/compile/3_clock_check.pl#module	pl:v6/prolog/0_graph.pl#graph_from_edges/3	calls
pl:v6/prolog/compile/3_clock_check.pl#module	pl:v6/prolog/0_program_check.pl#relation_kind/3	calls
pl:v6/prolog/compile/3_clock_check.pl#module	pl:v6/prolog/0_program_check.pl#rule_is_edge/1	calls
pl:v6/prolog/compile/3_clock_check.pl#module	pl:v6/prolog/0_seq_expand.pl#conjunction_goals/2	calls
pl:v6/prolog/compile/3_clock_check.pl#module	pl:v6/prolog/1_host_expand.pl#rule_head_ref/2	calls
pl:v6/prolog/compile/3_clock_check.pl#module	pl:v6/prolog/compile/analyze.pl#conjunction_goals/2	calls
pl:v6/prolog/compile/3_clock_check.pl#module	pl:v6/prolog/compile/analyze.pl#edge_headed_refs/2	calls
pl:v6/prolog/compile/3_clock_check.pl#module	pl:v6/prolog/compile/analyze.pl#program_refs/2	calls
pl:v6/prolog/compile/3_clock_check.pl#module	pl:v6/prolog/compile/analyze.pl#rule_head_ref/2	calls
pl:v6/prolog/compile/3_clock_check.pl#module	pl:v6/prolog/compile/analyze.pl#rule_is_edge/1	calls
pl:v6/prolog/compile/3_clock_check.pl#module	pl:v6/prolog/compile/analyze.pl#rule_is_level/1	calls
pl:v6/prolog/compile/3_clock_check.pl#module	pl:v6/prolog/compile/registry.pl#body_surface_for_term/6	calls
pl:v6/prolog/compile/3_clock_check.pl#module	pl:v6/prolog/compile/registry.pl#clock_role/4	calls
pl:v6/prolog/compile/3_clock_check.pl#program_nodes/3	pl:v6/prolog/compile/analyze.pl#program_refs/2	calls
pl:v6/prolog/compile/3_clock_check.pl#relation_atom/2	pl:v6/prolog/compile/registry.pl#body_surface_for_term/6	calls
pl:v6/prolog/compile/3_clock_check.pl#relation_plane/3	pl:v6/prolog/0_program_check.pl#relation_kind/3	calls
pl:v6/prolog/compile/3_clock_check.pl#rule_dependencies/5	pl:v6/prolog/0_coalesce_expand.pl#conjunction_goals/2	calls
pl:v6/prolog/compile/3_clock_check.pl#rule_dependencies/5	pl:v6/prolog/0_program_check.pl#rule_is_edge/1	calls
pl:v6/prolog/compile/3_clock_check.pl#rule_dependencies/5	pl:v6/prolog/0_seq_expand.pl#conjunction_goals/2	calls
pl:v6/prolog/compile/3_clock_check.pl#rule_dependencies/5	pl:v6/prolog/1_host_expand.pl#rule_head_ref/2	calls
pl:v6/prolog/compile/3_clock_check.pl#rule_dependencies/5	pl:v6/prolog/compile/analyze.pl#conjunction_goals/2	calls
pl:v6/prolog/compile/3_clock_check.pl#rule_dependencies/5	pl:v6/prolog/compile/analyze.pl#rule_head_ref/2	calls
pl:v6/prolog/compile/3_clock_check.pl#rule_dependencies/5	pl:v6/prolog/compile/analyze.pl#rule_is_edge/1	calls
pl:v6/prolog/compile/3_clock_check.pl#rule_dependencies/5	pl:v6/prolog/compile/analyze.pl#rule_is_level/1	calls
pl:v6/prolog/compile/6_profile.pl#compile_dl6_profiled/2	pl:v6/prolog/compile/6_profile.pl#module	resides
pl:v6/prolog/compile/6_profile.pl#compile_dl6_profiled/3	pl:v6/prolog/compile/6_profile.pl#module	resides
pl:v6/prolog/compile/6_profile.pl#execution_profile_dl6/2	pl:v6/prolog/compile/6_profile.pl#module	resides
pl:v6/prolog/compile/6_profile.pl#execution_profile_dl6/2	pl:v6/prolog/compile/compile.pl#compile_dl6/2	calls
pl:v6/prolog/compile/6_profile.pl#module	pl:v6/prolog/compile/compile.pl#compile_dl6/2	calls
pl:v6/prolog/compile/analyze.pl#aggregate_arg_contribution/3	pl:v6/prolog/compile/registry.pl#surface_for_term/6	calls
pl:v6/prolog/compile/analyze.pl#aggregate_head_template/2	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#arithmetic_expression/4	pl:v6/prolog/compile/registry.pl#expression/5	calls
pl:v6/prolog/compile/analyze.pl#bind_goal/3	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#bind_goal/3	pl:v6/prolog/compile/registry.pl#body_surface_for_term/6	calls
pl:v6/prolog/compile/analyze.pl#body_finalize_ref/2	pl:v6/prolog/0_body_walk.pl#body_wrapper_refs/4	calls
pl:v6/prolog/compile/analyze.pl#body_forbidden_goal/2	pl:v6/prolog/0_body_walk.pl#walk_body/3	calls
pl:v6/prolog/compile/analyze.pl#body_guard_goals/2	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#body_ref_uses/2	pl:v6/prolog/0_body_walk.pl#walk_body/3	calls
pl:v6/prolog/compile/analyze.pl#body_ref_uses/2	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#check_edge_head_column_types/2	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#check_no_compound_pattern_on_arrival_rel/2	pl:v6/prolog/0_type_plane.pl#type_definitions/2	calls
pl:v6/prolog/compile/analyze.pl#check_supported_subset/1	pl:v6/prolog/1_expansion.pl#expand_program/3	calls
pl:v6/prolog/compile/analyze.pl#check_supported_subset_expanded/1	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#classify_head_arg/2	pl:v6/prolog/compile/registry.pl#surface_for_term/6	calls
pl:v6/prolog/compile/analyze.pl#column_type_at_decl/8	pl:v6/prolog/0_type_plane.pl#column_storage/3	calls
pl:v6/prolog/compile/analyze.pl#column_type_at_decl/8	pl:v6/prolog/0_type_plane.pl#type_definitions/2	calls
pl:v6/prolog/compile/analyze.pl#compiler_refusal/3	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#conjunction_goals/2	pl:v6/prolog/0_body_walk.pl#body_conjunction_goals/3	calls
pl:v6/prolog/compile/analyze.pl#conjunction_goals/2	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#contains_arithmetic_functor/2	pl:v6/prolog/compile/registry.pl#expression/5	calls
pl:v6/prolog/compile/analyze.pl#decl_key/3	pl:v6/prolog/0_program_check.pl#declared_key/3	calls
pl:v6/prolog/compile/analyze.pl#decl_key/3	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#declared_refs/2	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#derived_refs/2	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#destructuring_pattern/2	pl:v6/prolog/0_type_plane.pl#declared_type_name/2	calls
pl:v6/prolog/compile/analyze.pl#edge_goal_refusal/4	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#edge_headed_refs/2	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#edge_trigger_shape/2	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#guard_goal/1	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#guard_goal/1	pl:v6/prolog/compile/registry.pl#body_surface_for_term/6	calls
pl:v6/prolog/compile/analyze.pl#level_body_latest_ref/2	pl:v6/prolog/0_body_walk.pl#body_wrapper_refs/4	calls
pl:v6/prolog/compile/analyze.pl#level_body_pre_ref/2	pl:v6/prolog/0_body_walk.pl#body_wrapper_refs/4	calls
pl:v6/prolog/compile/analyze.pl#level_body_pre_ref/2	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#listened_departure_refs/2	pl:v6/prolog/compile/analyze.pl#module	resides
pl:v6/prolog/compile/analyze.pl#module	pl:v6/prolog/0_body_walk.pl#body_conjunction_goals/3	calls
pl:v6/prolog/compile/analyze.pl#module	pl:v6/prolog/0_body_walk.pl#body_reserved_word/4	calls
