budget	fanout	rows	batch_size	maintenance	state	repetitions	affected_rows	join_affected_rows	output_rows	output_bytes	update_transaction_median_ms	update_transaction_min_ms	update_transaction_max_ms	query_compute_median_ms	query_compute_min_ms	query_compute_max_ms	update_plus_query_median_ms	update_plus_query_min_ms	update_plus_query_max_ms	client_transfer_median_ms	checksum_median_ms
constrained	4	24	3	dd	duplicate_support	3	1		3	18	0.029250	0.027875	0.029875	0.000125	0.000125	0.000167	0.029375	0.028000	0.030042		
constrained	4	24	3	dd	duplicate_support	3	1		25	212	0.034125	0.033375	0.034375	0.000500	0.000500	0.000584	0.034709	0.033875	0.034875		
constrained	4	24	3	dd	duplicate_support	3	1		13	78	0.014792	0.014583	0.015292	0.000375	0.000375	0.000417	0.015167	0.014958	0.015709		
constrained	4	24	3	dd	duplicate_support	3	1		13	78	0.014916	0.014375	0.015334	0.000375	0.000333	0.000416	0.015249	0.014750	0.015750		
constrained	4	24	3	dd	initial	3	38		13	78	0.058250	0.056125	0.060375	0.000500	0.000500	0.000542	0.058792	0.056625	0.060875		
constrained	4	24	3	dd	initial	3	38		24	148	0.064083	0.060833	0.064708	0.000750	0.000708	0.000875	0.064958	0.061583	0.065416		
constrained	4	24	3	dd	initial	3	38		24	155	0.084792	0.081584	0.087125	0.000708	0.000667	0.000708	0.085459	0.082292	0.087833		
constrained	4	24	3	dd	initial	3	38		16	100	0.087000	0.082584	0.088500	0.000542	0.000458	0.000625	0.087625	0.083126	0.088958		
constrained	4	24	3	dd	initial	3	38		52	338	0.097417	0.095834	0.133167	0.001292	0.001250	0.001334	0.098751	0.097084	0.134459		
constrained	4	24	3	dd	initial	3	38		24	144	0.104708	0.101125	0.352459	0.000750	0.000708	0.002000	0.105416	0.101875	0.354459		
constrained	4	24	3	dd	initial	3	38		48	295	0.094458	0.092583	0.095125	0.001333	0.001208	0.001375	0.095833	0.093791	0.096458		
constrained	4	24	3	dd	initial	3	38		16	104	0.114125	0.103417	0.216625	0.000541	0.000459	0.000584	0.114666	0.103876	0.217209		
constrained	4	24	3	dd	initial	3	38		8	51	0.118000	0.113250	0.125292	0.000334	0.000250	0.000417	0.118250	0.113667	0.125626		
constrained	4	24	3	dd	initial	3	38		4	33	0.095834	0.092542	0.098625	0.000250	0.000125	0.000292	0.096126	0.092792	0.098750		
constrained	4	24	3	dd	initial	3	38		7	31	0.199042	0.196041	0.204291	0.000292	0.000250	0.000292	0.199334	0.196291	0.204583		
constrained	4	24	3	dd	initial	3	38		6	65	0.081542	0.079708	0.082833	0.000292	0.000250	0.000292	0.081834	0.080000	0.083083		
constrained	4	24	3	dd	initial	3	38		6	36	0.092583	0.092333	0.093875	0.000333	0.000291	0.000417	0.093000	0.092666	0.094166		
constrained	4	24	3	dd	initial	3	38		29	189	0.088708	0.086667	0.091708	0.000792	0.000750	0.000833	0.089458	0.087459	0.092541		
constrained	4	24	3	dd	initial	3	38		22	142	0.121917	0.121000	0.125000	0.000708	0.000708	0.000709	0.122626	0.121708	0.125708		
constrained	4	24	3	dd	initial	3	38		2	13	0.112667	0.106792	0.115875	0.000209	0.000125	0.000291	0.112958	0.107001	0.116000		
constrained	4	24	3	dd	initial	3	38		3	18	0.083333	0.079000	0.085750	0.000250	0.000208	0.000250	0.083583	0.079208	0.086000		
constrained	4	24	3	dd	initial	3	38		24	203	0.088209	0.086792	0.092500	0.000750	0.000667	0.000791	0.088959	0.087459	0.093291		
constrained	4	24	3	dd	initial	3	38		13	78	0.056334	0.055458	0.057666	0.000500	0.000417	0.000542	0.056751	0.056000	0.058166		
constrained	4	24	3	dd	initial	3	38		13	78	0.057750	0.055208	0.059708	0.000542	0.000542	0.000584	0.058292	0.055792	0.060250		
constrained	4	24	3	dd	retract_one_support	3	1		13	78	0.012458	0.012042	0.012667	0.000333	0.000292	0.000334	0.012792	0.012375	0.012959		
constrained	4	24	3	dd	retract_one_support	3	1		24	148	0.015833	0.015250	0.015833	0.000500	0.000459	0.000542	0.016333	0.015709	0.016375		
constrained	4	24	3	dd	retract_one_support	3	1		24	155	0.019666	0.019250	0.019959	0.000500	0.000458	0.000500	0.020166	0.019708	0.020459		
constrained	4	24	3	dd	retract_one_support	3	1		16	100	0.023667	0.023250	0.025917	0.000333	0.000292	0.000375	0.024042	0.023542	0.026250		
constrained	4	24	3	dd	retract_one_support	3	1		52	338	0.025333	0.024708	0.025375	0.000917	0.000917	0.000959	0.026250	0.025625	0.026334		
constrained	4	24	3	dd	retract_one_support	3	1		24	144	0.032333	0.030375	0.128625	0.000625	0.000500	0.002542	0.032958	0.030875	0.131167		
constrained	4	24	3	dd	retract_one_support	3	1		48	295	0.023000	0.022750	0.027125	0.000958	0.000917	0.000958	0.023958	0.023667	0.028083		
constrained	4	24	3	dd	retract_one_support	3	1		16	104	0.027875	0.026167	0.035041	0.000375	0.000375	0.000459	0.028250	0.026542	0.035500		
constrained	4	24	3	dd	retract_one_support	3	1		8	51	0.028541	0.026583	0.028667	0.000208	0.000167	0.000209	0.028708	0.026792	0.028875		
constrained	4	24	3	dd	retract_one_support	3	1		4	33	0.027917	0.027625	0.027917	0.000083	0.000083	0.000083	0.028000	0.027708	0.028000		
constrained	4	24	3	dd	retract_one_support	3	1		7	31	0.057084	0.056667	0.059166	0.000208	0.000167	0.000208	0.057292	0.056875	0.059333		
constrained	4	24	3	dd	retract_one_support	3	1		6	65	0.022958	0.022833	0.027875	0.000167	0.000125	0.000167	0.023083	0.023000	0.028042		
constrained	4	24	3	dd	retract_one_support	3	1		6	36	0.022166	0.021833	0.022708	0.000166	0.000125	0.000167	0.022333	0.021999	0.022833		
constrained	4	24	3	dd	retract_one_support	3	1		29	189	0.018750	0.018625	0.019291	0.000542	0.000500	0.000542	0.019292	0.019125	0.019833		
constrained	4	24	3	dd	retract_one_support	3	1		22	142	0.029500	0.029417	0.030625	0.000583	0.000541	0.000625	0.030083	0.029958	0.031250		
constrained	4	24	3	dd	retract_one_support	3	1		2	13	0.027625	0.027083	0.028209	0.000084	0.000083	0.000084	0.027708	0.027167	0.028293		
constrained	4	24	3	dd	retract_one_support	3	1		3	18	0.023584	0.022875	0.024500	0.000083	0.000042	0.000083	0.023626	0.022958	0.024583		
constrained	4	24	3	dd	retract_one_support	3	1		24	203	0.029125	0.028959	0.029542	0.000541	0.000500	0.000541	0.029625	0.029500	0.030083		
