engine,nodes,edges,killed,setup_ms,retract_ms,ops,rss_mb,host_peak_mb,sqlite_hw_mb,db_mb
swi-incr,402,667,200,2,2,0,12.05,N/A,N/A,N/A
swipl-pure,402,667,200,1.0889999999999997,0.12099999999999958,0,10.8,N/A,N/A,N/A
swi-sqlite,402,667,200,43,1,15,11.62,N/A,N/A,N/A
swi-ts,402,667,200,10.467,13.033,0,88.4,N/A,N/A,N/A
swi-emit,402,667,200,7.225,2.270,0,132.2,N/A,N/A,N/A
pglite-query,402,667,200,14.377,2.833,N/A,944.2,N/A,N/A,38.117
native-postgres-query,402,667,200,9.836,2.690,N/A,117.0,N/A,N/A,7.412
